msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel,transaction_count,city,bd,gender,registered_via,registration_init_time,num_25Sum,num_50Sum,num_75Sum,num_985Sum,num_100Sum,num_unqSum,total_secsSum,num_25Mean,num_50Mean,num_75Mean,num_985Mean,num_100Mean,num_unqMean,total_secsMean,count,is_churn,price_per_day,days_fidelity
yquo6x4npvgb,34,30,149,149,1,2017-03-31,2017-04-30,0,1,22,27,male,9,2004-07-29,177.0,50.0,46.0,41.0,741.0,793.0,225190.05149999988,5.709677419354839,1.6129032258064515,1.4838709677419355,1.3225806451612905,23.903225806451612,25.580645161290327,7264.195209677417,31,0,4.966666666666667,4658
hRnJ8sU2tq6F,41,30,99,99,1,2017-03-12,2017-04-12,0,1,1,-1,inconnu,7,2016-08-13,132.0,30.0,23.0,28.0,987.0,975.0,257700.675,4.714285714285714,1.0714285714285714,0.8214285714285714,1.0,35.25,34.82142857142857,9203.595535714283,28,0,3.3,242
Vy/TEZS2kIct,41,30,99,99,1,2017-03-31,2017-04-30,0,1,1,-1,inconnu,7,2016-03-01,51.0,12.0,7.0,17.0,324.0,297.0,90841.74699999996,1.7,0.4,0.2333333333333333,0.5666666666666667,10.8,9.9,3028.058233333333,30,0,3.3,425
FqJqOmy5EIRY,41,30,149,149,1,2017-03-07,2017-04-07,0,1,1,-1,inconnu,7,2013-07-08,53.0,16.0,14.0,7.0,549.0,84.0,125557.40900000006,3.117647058823529,0.9411764705882352,0.8235294117647058,0.4117647058823529,32.294117647058826,4.941176470588236,7385.729941176473,17,0,4.966666666666667,1369
d2U2pxTAQ/ne,41,30,149,149,1,2017-03-31,2017-04-30,0,1,1,-1,inconnu,7,2016-03-31,41.0,10.0,8.0,8.0,130.0,89.0,38283.295,2.5625,0.625,0.5,0.5,8.125,5.5625,2392.7059375,16,0,4.966666666666667,395
MeqVI/m7OUOt,33,30,149,149,1,2017-03-31,2017-04-30,0,1,22,36,female,4,2015-10-10,2.0,0.0,1.0,0.0,67.0,64.0,15292.422,0.5,0.0,0.25,0.0,16.75,16.0,3823.1055,4,0,4.966666666666667,568
56T6Vg744v3+,41,30,99,99,1,2017-03-10,2017-04-10,0,1,1,-1,inconnu,7,2016-03-10,32.0,5.0,9.0,9.0,16.0,47.0,7615.267999999999,2.9090909090909087,0.4545454545454545,0.8181818181818182,0.8181818181818182,1.4545454545454546,4.2727272727272725,692.2970909090907,11,0,3.3,396
TNhLn8sf/eS6,36,30,180,180,1,2017-03-07,2017-04-06,0,1,1,-1,inconnu,4,2015-11-22,59.0,8.0,6.0,7.0,331.0,308.0,81652.90199999999,3.1052631578947367,0.42105263157894735,0.3157894736842105,0.3684210526315789,17.42105263157895,16.210526315789473,4297.521157894737,19,0,6.0,501
gPnILUm14Hgi,41,30,99,99,1,2017-03-06,2017-04-06,0,1,1,-1,inconnu,7,2016-12-07,40.0,5.0,5.0,0.0,214.0,160.0,62736.17000000001,4.0,0.5,0.5,0.0,21.4,16.0,6273.6169999999975,10,0,3.3,120
DzpnH8Sv3Zd8,18,30,149,149,1,2017-03-09,2017-04-09,0,1,5,34,male,9,2012-04-18,54.0,11.0,11.0,6.0,280.0,281.0,68878.718,6.0,1.2222222222222223,1.2222222222222223,0.6666666666666666,31.11111111111111,31.222222222222207,7653.190888888888,9,0,4.966666666666667,1817
OeCi1PfoaJqE,29,30,180,180,1,2017-03-02,2017-03-02,1,1,1,-1,inconnu,9,2015-08-13,6.0,10.0,9.0,7.0,134.0,243.0,32574.116,2.0,3.333333333333333,3.0,2.333333333333333,44.66666666666666,81.0,10858.038666666667,3,1,6.0,567
gSaybbOxLUvN,40,30,149,149,1,2017-03-17,2017-06-02,0,3,13,25,female,9,2012-12-05,204.0,50.0,32.0,37.0,864.0,1009.0,233667.60600000003,6.8,1.6666666666666667,1.0666666666666669,1.2333333333333334,28.8,33.63333333333333,7788.9202,30,1,4.966666666666667,1640
GF6FySd8cd5Y,32,400,1599,1599,0,2017-03-21,2018-04-26,0,1,13,29,female,4,2016-02-03,411.0,63.0,47.0,61.0,886.0,969.0,243702.12700000004,13.258064516129036,2.032258064516129,1.5161290322580645,1.9677419354838708,28.580645161290327,31.258064516129032,7861.358935483872,31,1,3.9975,813
3Vf5WNKqb7jI,41,30,99,99,1,2017-03-03,2017-04-03,0,1,15,59,male,7,2011-12-19,88.0,35.0,8.0,9.0,92.0,236.0,29630.365,5.866666666666666,2.333333333333333,0.5333333333333333,0.6,6.133333333333334,15.733333333333333,1975.3576666666668,15,0,3.3,1932
xnlZooH7E1fU,41,30,99,99,1,2017-03-23,2017-04-23,0,1,1,-1,inconnu,7,2015-09-23,68.0,8.0,7.0,10.0,412.0,437.0,113117.406,2.72,0.32,0.28,0.4,16.48,17.48,4524.696239999998,25,0,3.3,578
B+SvAS5TxhI/,41,30,99,99,1,2017-03-09,2017-04-09,0,1,1,-1,inconnu,7,2015-10-09,141.0,48.0,31.0,32.0,813.0,863.0,225196.533,5.222222222222221,1.7777777777777777,1.148148148148148,1.1851851851851851,30.11111111111111,31.962962962962962,8340.612333333333,27,0,3.3,548
yB1zpQUUpIop,34,30,149,149,1,2017-03-31,2017-04-30,0,1,22,28,male,9,2005-11-30,50.0,19.0,24.0,16.0,1016.0,909.0,262709.27300000004,1.7241379310344829,0.6551724137931034,0.8275862068965517,0.5517241379310345,35.03448275862069,31.34482758620689,9058.940448275864,29,0,4.966666666666667,4169
QZ6yZQIgKwaA,41,30,149,149,1,2017-03-21,2017-04-22,0,1,1,-1,inconnu,7,2012-01-20,69.0,6.0,9.0,7.0,148.0,163.0,60307.63100000001,4.928571428571429,0.42857142857142855,0.6428571428571429,0.5,10.571428571428571,11.642857142857142,4307.6879285714285,14,0,4.966666666666667,1919
yZIrWM3kYYCy,41,30,100,100,1,2017-03-24,2017-04-24,0,1,1,-1,inconnu,7,2011-07-25,84.0,37.0,20.0,20.0,397.0,490.0,108434.32,3.230769230769232,1.4230769230769231,0.7692307692307693,0.7692307692307693,15.269230769230768,18.846153846153847,4170.550769230769,26,0,3.333333333333333,2100
RQMQxULB+XHM,38,30,149,149,0,2017-03-21,2017-04-20,0,1,10,20,male,9,2014-06-07,111.0,53.0,39.0,49.0,519.0,656.0,157769.04700000002,4.269230769230768,2.0384615384615383,1.5,1.8846153846153848,19.96153846153846,25.23076923076923,6068.04026923077,26,0,4.966666666666667,1048
g79wvAcg9M42,39,30,149,149,1,2017-03-31,2017-05-16,0,2,15,24,female,9,2011-10-30,61.0,23.0,10.0,7.0,201.0,269.0,52315.191,3.388888888888889,1.2777777777777777,0.5555555555555556,0.3888888888888889,11.166666666666664,14.944444444444445,2906.3995,18,0,4.966666666666667,2025
aT+ckUlOf2E+,41,30,100,100,1,2017-03-17,2017-04-17,0,1,1,-1,inconnu,7,2012-01-18,44.0,4.0,5.0,5.0,12.0,56.0,5944.057,7.333333333333332,0.6666666666666666,0.8333333333333334,0.8333333333333334,2.0,9.333333333333334,990.6761666666664,6,0,3.333333333333333,1916
k/L8f175EBhh,41,30,99,99,1,2017-03-04,2017-04-04,0,1,1,-1,inconnu,7,2016-07-05,66.0,18.0,17.0,12.0,1409.0,1289.0,354836.666,2.75,0.75,0.7083333333333334,0.5,58.70833333333334,53.70833333333334,14784.861083333335,24,0,3.3,273
kXJh+zIL51sU,41,30,99,99,1,2017-03-05,2017-04-05,0,1,1,-1,inconnu,7,2013-05-29,29.0,9.0,6.0,4.0,900.0,495.0,247017.97100000002,1.16,0.36,0.24,0.16,36.0,19.8,9880.718840000001,25,0,3.3,1407
wTSAmyWEzchW,41,30,99,99,1,2017-03-15,2017-04-15,0,1,1,-1,inconnu,7,2016-02-15,55.0,17.0,7.0,6.0,470.0,365.0,130623.245,3.6666666666666665,1.1333333333333333,0.4666666666666667,0.4,31.33333333333333,24.33333333333333,8708.216333333334,15,0,3.3,425
PCS9YMxLFC0Z,41,30,99,99,1,2017-03-18,2017-04-18,0,1,1,-1,inconnu,7,2013-12-11,271.0,44.0,33.0,42.0,570.0,1044.0,161783.323,10.423076923076923,1.6923076923076923,1.2692307692307692,1.6153846153846154,21.923076923076927,40.153846153846146,6222.435500000001,26,0,3.3,1224
pp/f6RSXfzUy,38,30,149,149,0,2017-03-24,2017-04-23,0,1,15,21,female,9,2014-10-25,31.0,7.0,3.0,11.0,199.0,160.0,52091.29300000001,2.8181818181818183,0.6363636363636364,0.2727272727272727,1.0,18.09090909090909,14.545454545454545,4735.5720909090915,11,0,4.966666666666667,911
JXDiKhKjIUpQ,40,30,149,149,1,2017-03-17,2017-04-17,0,1,14,31,male,9,2015-08-17,662.0,117.0,77.0,110.0,508.0,1358.0,166175.016,21.354838709677427,3.7741935483870965,2.4838709677419355,3.548387096774193,16.387096774193548,43.806451612903224,5360.484387096774,31,0,4.966666666666667,609
b9UbQqj85k+I,41,30,149,149,1,2017-03-11,2017-04-12,0,1,1,-1,inconnu,7,2011-02-28,13.0,5.0,2.0,0.0,34.0,28.0,8845.015,2.6,1.0,0.4,0.0,6.8,5.6,1769.003,5,1,4.966666666666667,2235
B8BXj+QQROCU,41,30,99,99,1,2017-03-09,2017-04-09,0,1,1,-1,inconnu,7,2015-09-12,148.0,59.0,29.0,42.0,1074.0,1082.0,291925.32200000004,4.774193548387096,1.903225806451613,0.935483870967742,1.3548387096774193,34.645161290322584,34.90322580645161,9416.945870967744,31,0,3.3,575
7qZMuRCW5VBR,36,30,180,180,1,2017-03-03,2017-04-04,0,1,1,-1,inconnu,4,2016-10-26,89.0,19.0,8.0,12.0,937.0,965.0,225783.95899999997,3.4230769230769242,0.7307692307692307,0.3076923076923077,0.4615384615384616,36.03846153846154,37.115384615384606,8683.998423076922,26,0,6.0,160
rhiWVdo+zbZ/,40,30,149,149,1,2017-03-10,2017-04-09,0,1,7,31,female,3,2013-05-26,70.0,17.0,7.0,1.0,221.0,268.0,59706.45200000001,7.0,1.7,0.7,0.1,22.1,26.8,5970.6452,10,0,4.966666666666667,1414
zQj/VOg17rla,41,30,99,99,1,2017-03-05,2017-04-05,0,1,1,-1,inconnu,7,2016-02-06,65.0,22.0,24.0,29.0,900.0,556.0,239947.005,2.2413793103448274,0.7586206896551724,0.8275862068965517,1.0,31.03448275862069,19.17241379310345,8274.034655172414,29,0,3.3,424
iPNkQ/rxqEYy,34,30,149,149,1,2017-03-31,2017-04-30,0,1,14,29,male,9,2004-08-12,40.0,13.0,14.0,16.0,383.0,338.0,104796.599,1.5384615384615383,0.5,0.5384615384615384,0.6153846153846154,14.730769230769232,13.0,4030.6384230769227,26,0,4.966666666666667,4644
IltdyUXcKdME,41,30,99,99,1,2017-03-14,2017-03-14,1,1,1,-1,inconnu,7,2016-02-22,50.0,24.0,10.0,14.0,156.0,221.0,45598.695,6.25,3.0,1.25,1.75,19.5,27.625,5699.836875,8,1,3.3,386
+wONgGHYkWY1,41,30,100,100,1,2017-03-17,2017-04-17,0,1,1,-1,inconnu,7,2017-02-18,32.0,12.0,1.0,0.0,25.0,66.0,7530.641,10.666666666666666,4.0,0.3333333333333333,0.0,8.333333333333334,22.0,2510.2136666666665,3,0,3.333333333333333,58
xsNQNmFMLaH4,36,30,180,180,1,2017-03-20,2017-04-19,0,1,13,-1,inconnu,9,2013-05-02,124.0,57.0,38.0,49.0,1457.0,1384.0,364237.6710000001,4.0,1.8387096774193548,1.2258064516129032,1.5806451612903225,47.0,44.645161290322584,11749.602290322582,31,0,6.0,1448
GO/4eTk7Krmi,39,30,149,149,1,2017-03-31,2017-05-03,0,2,15,33,male,9,2007-06-13,8.0,9.0,7.0,10.0,297.0,314.0,71796.92799999999,1.1428571428571428,1.2857142857142858,1.0,1.4285714285714286,42.42857142857143,44.85714285714285,10256.703999999998,7,0,4.966666666666667,3612
8h8TWfTb/m/s,33,30,149,149,1,2017-03-31,2017-04-30,0,1,7,23,inconnu,7,2014-10-08,102.0,32.0,23.0,23.0,350.0,417.0,96333.704,3.9230769230769234,1.2307692307692308,0.8846153846153846,0.8846153846153846,13.461538461538465,16.03846153846154,3705.1424615384612,26,0,4.966666666666667,935
5HykJ27YJ+yZ,41,30,149,149,1,2017-03-23,2017-04-23,0,1,1,-1,inconnu,7,2016-11-24,143.0,6.0,4.0,16.0,314.0,422.0,84748.038,5.958333333333332,0.25,0.16666666666666666,0.6666666666666666,13.083333333333336,17.583333333333332,3531.16825,24,0,4.966666666666667,150
1wEhIxXFjqFz,41,30,99,99,1,2017-03-23,2017-04-23,0,1,22,22,female,7,2016-01-23,134.0,29.0,19.0,10.0,488.0,642.0,129039.32299999995,5.153846153846153,1.1153846153846154,0.7307692307692307,0.38461538461538464,18.76923076923077,24.69230769230769,4963.050884615383,26,0,3.3,456
EN/eshCO6ssB,41,30,99,99,1,2017-03-27,2017-04-27,0,1,1,-1,inconnu,7,2013-09-05,86.0,15.0,5.0,11.0,257.0,336.0,68990.23700000001,4.095238095238095,0.7142857142857143,0.2380952380952381,0.5238095238095238,12.238095238095234,16.0,3285.2493809523808,21,0,3.3,1330
HW5oEXv/TL2o,41,30,149,149,1,2017-03-20,2017-04-20,0,1,1,-1,inconnu,7,2016-11-20,255.0,91.0,54.0,61.0,516.0,750.0,153045.647,8.793103448275861,3.1379310344827585,1.862068965517241,2.103448275862069,17.793103448275858,25.86206896551724,5277.436103448275,29,0,4.966666666666667,151
KEIgwjpX5xbq,39,30,149,149,1,2017-03-31,2017-05-15,0,2,13,32,female,9,2012-10-13,88.0,22.0,18.0,17.0,391.0,545.0,106123.855,3.8260869565217392,0.9565217391304348,0.7826086956521741,0.7391304347826086,17.0,23.69565217391305,4614.080652173913,23,0,4.966666666666667,1675
vcTDNScXpb65,38,30,149,149,0,2017-03-05,2017-04-04,0,1,15,20,male,9,2011-08-13,394.0,61.0,40.0,63.0,879.0,1157.0,253644.642,13.586206896551724,2.103448275862069,1.3793103448275863,2.1724137931034484,30.310344827586214,39.89655172413793,8746.366965517242,29,0,4.966666666666667,2061
jL4SXQLTAUOM,31,30,149,149,1,2017-03-31,2017-04-30,0,1,11,29,male,9,2005-04-11,3.0,0.0,1.0,3.0,160.0,162.0,38994.439,1.0,0.0,0.3333333333333333,1.0,53.33333333333334,54.0,12998.146333333332,3,0,4.966666666666667,4402
d9oL0xyLZocy,38,90,447,447,0,2017-02-27,2017-06-01,0,1,1,-1,inconnu,4,2016-06-20,210.0,42.0,30.0,24.0,338.0,548.0,104914.549,7.241379310344827,1.4482758620689655,1.0344827586206895,0.8275862068965517,11.655172413793109,18.896551724137925,3617.7430689655175,29,1,4.966666666666667,346
1lMQQUCmh7eN,41,30,99,99,1,2017-03-02,2017-04-02,0,1,1,-1,inconnu,7,2015-10-02,32.0,16.0,9.0,5.0,271.0,227.0,73158.223,2.2857142857142856,1.1428571428571428,0.6428571428571429,0.35714285714285715,19.357142857142858,16.214285714285715,5225.587357142857,14,0,3.3,548
Rt8YdU36aFBz,41,30,149,149,1,2017-03-14,2017-04-14,0,1,1,-1,inconnu,7,2012-12-11,13.0,8.0,3.0,5.0,188.0,205.0,49118.86,1.8571428571428568,1.1428571428571428,0.42857142857142855,0.7142857142857143,26.857142857142854,29.285714285714285,7016.980000000001,7,0,4.966666666666667,1585
L9FF9WLzhMBk,34,30,149,149,1,2017-03-31,2017-05-05,0,2,7,26,male,9,2011-05-05,528.0,82.0,53.0,83.0,676.0,1329.0,199524.544,17.6,2.7333333333333334,1.7666666666666666,2.7666666666666666,22.53333333333333,44.3,6650.818133333332,30,0,4.966666666666667,2192
2tLc+xWTY3WS,41,30,99,99,1,2017-03-25,2017-04-25,0,1,1,-1,inconnu,7,2012-02-10,157.0,19.0,21.0,28.0,1193.0,930.0,304063.599,6.28,0.76,0.84,1.12,47.72,37.2,12162.54396,25,0,3.3,1901
FxnA8EDDnN/G,41,30,99,99,1,2017-03-27,2017-04-27,0,1,1,-1,inconnu,7,2011-07-06,106.0,7.0,8.0,2.0,134.0,233.0,34869.83200000002,7.571428571428571,0.5,0.5714285714285714,0.14285714285714285,9.571428571428571,16.642857142857142,2490.7022857142865,14,0,3.3,2122
NBfNYw/OrL8j,41,30,129,129,1,2017-03-12,2017-04-12,0,1,1,-1,inconnu,7,2015-05-07,106.0,24.0,17.0,34.0,315.0,368.0,96574.992,4.076923076923077,0.9230769230769232,0.6538461538461539,1.3076923076923077,12.115384615384615,14.153846153846152,3714.422769230769,26,0,4.3,706
N08jArFQ8l7l,41,30,99,99,1,2017-03-24,2017-04-24,0,1,1,-1,inconnu,7,2015-07-27,17.0,5.0,5.0,4.0,34.0,57.0,10659.07,1.8888888888888888,0.5555555555555556,0.5555555555555556,0.4444444444444444,3.7777777777777777,6.333333333333332,1184.341111111111,9,0,3.3,637
V8wHEF5Oi0Ua,40,30,149,149,1,2017-03-21,2017-04-20,0,1,22,26,male,9,2005-11-19,24.0,3.0,1.0,1.0,249.0,154.0,67072.286,2.0,0.25,0.08333333333333333,0.08333333333333333,20.75,12.833333333333336,5589.357166666668,12,0,4.966666666666667,4170
HRL53d0yvLII,32,180,536,536,0,2017-03-11,2017-09-10,0,1,13,25,female,9,2007-07-31,302.0,60.0,39.0,42.0,527.0,874.0,155596.669,15.1,3.0,1.95,2.1,26.35,43.7,7779.83345,20,1,2.9777777777777783,3694
IAkNRmIuQ76j,41,30,149,149,1,2017-03-18,2017-04-18,0,1,1,-1,inconnu,7,2010-05-06,81.0,17.0,6.0,23.0,135.0,171.0,43685.948,4.2631578947368425,0.8947368421052632,0.3157894736842105,1.2105263157894737,7.105263157894738,9.0,2299.2604210526315,19,0,4.966666666666667,2539
iqrJLkekv8w+,36,30,180,180,1,2017-03-03,2017-04-05,0,1,1,-1,inconnu,4,2017-02-02,0.0,1.0,0.0,0.0,1.0,2.0,273.855,0.0,1.0,0.0,0.0,1.0,2.0,273.855,1,1,6.0,62
9deVepEcKtlF,36,30,180,180,0,2017-01-31,2017-04-01,0,1,5,18,female,9,2015-03-07,357.0,138.0,66.0,81.0,299.0,770.0,117207.698,12.310344827586205,4.758620689655173,2.2758620689655173,2.7931034482758617,10.310344827586208,26.551724137931036,4041.6447586206896,29,1,6.0,756
7Dj/ST1KN0sr,41,30,99,99,1,2017-03-15,2017-04-16,0,1,1,-1,inconnu,7,2011-11-14,13.0,2.0,1.0,2.0,37.0,54.0,13238.485,1.8571428571428568,0.2857142857142857,0.14285714285714285,0.2857142857142857,5.285714285714286,7.7142857142857135,1891.212142857143,7,0,3.3,1980
b1aG3+b/WpZu,41,30,149,149,1,2017-03-27,2017-04-28,0,1,15,28,female,7,2012-02-17,4.0,2.0,1.0,2.0,74.0,62.0,19294.932,0.8,0.4,0.2,0.4,14.8,12.4,3858.9864,5,0,4.966666666666667,1897
EsCgKSzXQV1i,41,30,99,99,1,2017-03-22,2017-04-22,0,1,9,18,male,7,2016-08-23,140.0,28.0,30.0,36.0,985.0,320.0,242423.51900000012,5.6,1.12,1.2,1.44,39.4,12.8,9696.940760000003,25,0,3.3,242
89+emMntWS9T,36,30,180,180,1,2017-03-31,2017-05-03,0,2,22,27,female,9,2008-03-30,48.0,4.0,8.0,2.0,410.0,421.0,93628.994,3.0,0.25,0.5,0.125,25.625,26.3125,5851.812125,16,0,6.0,3321
MGjR+bHmXsTW,41,30,149,149,1,2017-03-16,2017-04-16,0,1,1,-1,inconnu,7,2013-10-17,71.0,37.0,15.0,11.0,241.0,307.0,66317.122,3.9444444444444446,2.055555555555556,0.8333333333333334,0.6111111111111112,13.388888888888893,17.055555555555557,3684.284555555556,18,0,4.966666666666667,1277
tnNwFxEHPV1P,39,30,149,149,1,2017-03-31,2017-05-14,0,2,15,25,female,3,2012-11-30,50.0,17.0,14.0,14.0,114.0,171.0,35017.499,5.0,1.7,1.4,1.4,11.4,17.1,3501.7499,10,0,4.966666666666667,1626
gx6YLzqdeBav,38,30,149,149,0,2017-03-26,2017-04-26,0,1,13,22,female,9,2008-09-11,40.0,30.0,15.0,12.0,1368.0,1309.0,328858.07100000005,1.5384615384615383,1.1538461538461535,0.5769230769230769,0.4615384615384616,52.615384615384606,50.34615384615386,12648.387346153848,26,1,4.966666666666667,3149
vX5eM62l4HW/,41,30,149,149,1,2017-03-04,2017-04-04,0,1,10,24,female,7,2013-04-04,104.0,15.0,19.0,24.0,270.0,366.0,77308.742,3.851851851851852,0.5555555555555556,0.7037037037037037,0.8888888888888888,10.0,13.555555555555555,2863.286740740741,27,0,4.966666666666667,1461
y535ON59DGGD,39,30,149,149,1,2017-03-31,2017-05-30,0,2,22,-1,male,3,2014-11-02,32.0,6.0,2.0,6.0,239.0,246.0,61322.861,1.6,0.3,0.1,0.3,11.95,12.3,3066.14305,20,0,4.966666666666667,940
27BwKBzVa9Uy,41,30,99,99,1,2017-03-04,2017-04-04,0,1,9,26,male,7,2016-03-04,79.0,34.0,26.0,38.0,735.0,804.0,220697.46300000002,3.16,1.36,1.04,1.52,29.4,32.16,8827.898519999999,25,0,3.3,396
qO9u/Dvy8piT,40,30,149,149,1,2017-03-27,2017-05-04,0,3,13,21,female,3,2016-11-27,251.0,72.0,40.0,52.0,1384.0,904.0,328577.203,8.096774193548388,2.3225806451612905,1.2903225806451613,1.6774193548387095,44.645161290322584,29.161290322580644,10599.264612903224,31,0,4.966666666666667,158
RgY4iKl8xiqH,37,30,149,149,1,2017-03-15,2017-04-14,0,1,5,38,female,3,2011-12-27,39.0,18.0,4.0,3.0,295.0,135.0,60489.175,3.25,1.5,0.3333333333333333,0.25,24.58333333333333,11.25,5040.764583333334,12,0,4.966666666666667,1935
znL6dNZMumX9,38,30,149,149,0,2017-03-21,2017-04-21,0,1,15,22,female,3,2015-10-15,74.0,42.0,26.0,26.0,663.0,553.0,173564.60199999998,2.642857142857143,1.5,0.9285714285714286,0.9285714285714286,23.67857142857143,19.75,6198.735785714286,28,1,4.966666666666667,554
QYQ6nMlYgbv+,34,30,149,149,1,2017-03-31,2017-04-30,0,1,5,52,female,9,2007-03-13,197.0,37.0,31.0,22.0,295.0,536.0,85784.71900000001,8.954545454545455,1.681818181818182,1.4090909090909092,1.0,13.409090909090908,24.363636363636363,3899.3054090909095,22,0,4.966666666666667,3701
HD6h6gcJi6Jg,41,30,149,149,1,2017-03-31,2017-04-30,0,1,1,-1,female,7,2014-03-31,94.0,27.0,16.0,16.0,274.0,296.0,80384.27900000001,4.2727272727272725,1.2272727272727273,0.7272727272727273,0.7272727272727273,12.454545454545455,13.454545454545455,3653.830863636364,22,0,4.966666666666667,1126
jlMlHoXEn+pz,32,395,1599,1599,0,2016-12-31,2018-04-21,0,1,13,26,male,3,2013-09-02,119.0,36.0,17.0,18.0,370.0,512.0,104982.018,9.916666666666666,3.0,1.4166666666666667,1.5,30.83333333333333,42.66666666666666,8748.5015,12,1,4.048101265822785,1692
C42WSXNWgib4,41,30,99,99,1,2017-03-21,2017-04-21,0,1,1,-1,inconnu,7,2016-08-22,22.0,7.0,3.0,8.0,269.0,276.0,67705.99299999999,0.9565217391304348,0.3043478260869565,0.13043478260869565,0.3478260869565217,11.695652173913045,12.0,2943.738826086956,23,0,3.3,242
VoKEujK2Htej,41,30,99,99,1,2017-03-14,2017-04-14,0,1,1,-1,inconnu,7,2016-01-15,94.0,30.0,14.0,14.0,251.0,374.0,65126.675,4.086956521739131,1.3043478260869563,0.6086956521739131,0.6086956521739131,10.91304347826087,16.26086956521739,2831.594565217391,23,0,3.3,455
cHGaawH7wKZl,39,30,149,149,1,2017-03-31,2017-05-22,0,2,12,-1,inconnu,7,2016-03-11,105.0,18.0,18.0,18.0,534.0,648.0,141137.51499999998,4.038461538461538,0.6923076923076923,0.6923076923076923,0.6923076923076923,20.53846153846154,24.92307692307693,5428.365961538461,26,0,4.966666666666667,437
GxRMJEZmKxSy,36,30,180,180,1,2017-03-05,2017-04-04,0,1,1,-1,inconnu,7,2015-02-01,84.0,33.0,13.0,4.0,215.0,213.0,58798.04100000001,4.941176470588236,1.9411764705882355,0.7647058823529411,0.2352941176470588,12.647058823529413,12.529411764705882,3458.7082941176477,17,0,6.0,793
