msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel,transaction_count,city,bd,gender,registered_via,registration_init_time,num_25Sum,num_50Sum,num_75Sum,num_985Sum,num_100Sum,num_unqSum,total_secsSum,num_25Mean,num_50Mean,num_75Mean,num_985Mean,num_100Mean,num_unqMean,total_secsMean,count,is_churn,price_per_day,days_fidelity
Sbar5qhdj+XY,36,30,180,180,1,2017-03-13,2017-04-12,0,1,5,-1,male,3,2014-12-30,60.0,8.0,5.0,8.0,460.0,487.0,120046.77199999998,2.3076923076923075,0.3076923076923077,0.19230769230769232,0.3076923076923077,17.69230769230769,18.73076923076923,4617.183538461538,26,0,6.0,834
vTKpg5RcoEQC,36,30,180,180,0,2017-03-21,2017-04-20,0,1,12,24,male,3,2012-09-04,132.0,46.0,17.0,21.0,994.0,990.0,265102.217,4.714285714285714,1.6428571428571428,0.6071428571428571,0.75,35.5,35.357142857142854,9467.936321428571,28,0,6.0,1689
9njlJFIzz75r,29,30,180,180,1,2017-03-05,2017-04-05,0,1,14,28,male,3,2016-10-05,37.0,10.0,14.0,13.0,524.0,538.0,136780.439,1.5416666666666667,0.4166666666666667,0.5833333333333334,0.5416666666666666,21.83333333333333,22.41666666666667,5699.184958333334,24,0,6.0,182
zx3zg7z2aLNR,38,30,149,149,0,2017-03-31,2017-04-30,0,2,4,30,male,3,2014-05-19,344.0,62.0,37.0,51.0,1306.0,1510.0,353848.59300000005,11.862068965517242,2.1379310344827585,1.2758620689655171,1.7586206896551724,45.03448275862069,52.06896551724138,12201.675620689655,29,0,4.966666666666667,1077
ygAvnmSWcHbm,39,30,149,149,1,2017-03-31,2017-05-02,0,2,13,20,female,3,2012-04-03,61.0,25.0,11.0,5.0,304.0,305.0,85265.01500000001,3.388888888888889,1.3888888888888888,0.6111111111111112,0.2777777777777778,16.88888888888889,16.944444444444443,4736.945277777779,18,0,4.966666666666667,1855
vMGGdR+zIemL,41,30,99,99,1,2017-03-12,2017-04-12,0,1,1,-1,inconnu,7,2016-07-13,23.0,6.0,4.0,4.0,286.0,282.0,71144.68499999997,1.7692307692307692,0.4615384615384616,0.3076923076923077,0.3076923076923077,22.0,21.69230769230769,5472.668076923075,13,0,3.3,273
2euRb2G5tWYC,37,30,149,149,1,2017-03-25,2017-04-25,0,1,22,39,female,9,2010-06-29,69.0,23.0,23.0,25.0,621.0,461.0,168311.56199999998,2.76,0.92,0.92,1.0,24.84,18.44,6732.462479999999,25,0,4.966666666666667,2492
yiUZdW5hZ3hf,37,30,149,149,1,2017-03-07,2017-04-06,0,1,13,29,male,3,2013-08-30,229.0,89.0,38.0,38.0,2148.0,1636.0,502366.4695,7.633333333333334,2.966666666666667,1.2666666666666666,1.2666666666666666,71.6,54.53333333333333,16745.548983333334,30,0,4.966666666666667,1315
FywZlofblmP0,41,30,99,99,1,2017-03-07,2017-04-07,0,1,1,-1,inconnu,7,2016-01-05,62.0,9.0,3.0,3.0,327.0,351.0,88630.395,3.875,0.5625,0.1875,0.1875,20.4375,21.9375,5539.3996875,16,0,3.3,458
YrRHar2Sorny,39,30,149,149,1,2017-03-31,2017-05-19,0,2,13,23,inconnu,9,2013-11-14,59.0,8.0,16.0,29.0,255.0,241.0,73825.27799999999,2.269230769230769,0.3076923076923077,0.6153846153846154,1.1153846153846154,9.807692307692307,9.26923076923077,2839.433769230769,26,0,4.966666666666667,1282
YHYenrNon04h,37,30,149,149,1,2017-03-16,2017-04-16,0,1,4,24,female,3,2013-07-29,51.0,21.0,14.0,15.0,207.0,274.0,60546.927,2.3181818181818183,0.9545454545454546,0.6363636363636364,0.6818181818181818,9.409090909090908,12.454545454545455,2752.1330454545455,22,0,4.966666666666667,1357
JQm6ciUY4Vvv,34,30,149,149,1,2017-03-31,2017-04-30,0,1,13,-1,female,9,2005-10-09,4.0,14.0,23.0,41.0,4.0,139.0,30239.81400000001,0.2222222222222222,0.7777777777777778,1.2777777777777777,2.2777777777777777,0.2222222222222222,7.722222222222222,1679.9896666666668,18,0,4.966666666666667,4221
NZrw127QyLnC,40,30,149,149,1,2017-03-25,2017-04-25,0,1,5,37,male,9,2007-06-25,12.0,8.0,8.0,9.0,96.0,119.0,25412.90600000001,1.3333333333333333,0.8888888888888888,0.8888888888888888,1.0,10.666666666666666,13.222222222222221,2823.6562222222224,9,0,4.966666666666667,3592
mR6U02WbH58G,41,30,99,99,1,2017-03-15,2017-04-15,0,1,1,-1,inconnu,7,2014-07-25,44.0,18.0,7.0,15.0,643.0,643.0,160548.73499999993,1.5714285714285714,0.6428571428571429,0.25,0.5357142857142857,22.964285714285715,22.964285714285715,5733.883392857141,28,0,3.3,995
3iFCMyRD99Pc,41,30,149,149,1,2017-03-10,2017-04-10,0,1,1,-1,inconnu,7,2014-05-13,77.0,25.0,6.0,7.0,335.0,378.0,89894.36600000002,7.0,2.272727272727273,0.5454545454545454,0.6363636363636364,30.45454545454545,34.36363636363637,8172.215090909091,11,0,4.966666666666667,1063
ldsoJ52Y6e3W,29,30,180,180,0,2017-03-23,2017-04-22,0,1,13,22,male,3,2013-08-14,34.0,7.0,2.0,3.0,396.0,433.0,97129.101,1.7894736842105263,0.3684210526315789,0.10526315789473684,0.15789473684210525,20.84210526315789,22.78947368421053,5112.057947368421,19,0,6.0,1347
5Bh9XrC/TaMR,41,30,99,99,1,2017-03-24,2017-04-24,0,1,1,-1,inconnu,7,2015-10-24,1.0,0.0,0.0,0.0,6.0,7.0,1457.624,1.0,0.0,0.0,0.0,6.0,7.0,1457.624,1,0,3.3,548
lpkF5GEhCaLl,41,30,99,99,1,2017-03-04,2017-04-04,0,1,15,25,female,7,2016-02-04,240.0,104.0,76.0,84.0,1875.0,1810.0,471427.701,7.741935483870968,3.3548387096774195,2.4516129032258065,2.7096774193548385,60.483870967741936,58.38709677419354,15207.345193548384,31,0,3.3,425
hgCn6DM8E3O5,40,30,149,149,1,2017-03-09,2017-04-08,0,1,5,45,male,9,2012-08-29,46.0,11.0,11.0,9.0,425.0,239.0,114373.351,1.5333333333333334,0.3666666666666665,0.3666666666666665,0.3,14.166666666666664,7.966666666666668,3812.445033333334,30,0,4.966666666666667,1683
B+tVljWP+mEG,41,30,149,149,1,2017-03-21,2017-04-21,0,1,4,22,male,7,2014-12-22,174.0,29.0,25.0,18.0,232.0,453.0,70216.87100000001,7.25,1.2083333333333333,1.0416666666666667,0.75,9.666666666666666,18.875,2925.7029583333338,24,0,4.966666666666667,851
0KIkZKQLAPzr,36,30,180,180,1,2017-03-01,2017-04-03,0,1,22,21,male,4,2016-12-31,41.0,14.0,5.0,5.0,214.0,222.0,58038.825999999994,4.1,1.4,0.5,0.5,21.4,22.2,5803.8826,10,0,6.0,93
KxU4HGjPsko4,36,30,180,180,1,2017-03-03,2017-04-02,0,1,5,35,female,9,2011-04-15,29.0,0.0,0.0,0.0,0.0,22.0,326.835,4.833333333333333,0.0,0.0,0.0,0.0,3.6666666666666665,54.4725,6,0,6.0,2179
r4ELwDCFhwO8,41,30,149,149,1,2017-03-08,2017-04-08,0,1,1,-1,inconnu,7,2016-12-09,69.0,24.0,9.0,10.0,234.0,203.0,68183.289,2.6538461538461537,0.9230769230769232,0.3461538461538461,0.38461538461538464,9.0,7.8076923076923075,2622.4341923076927,26,0,4.966666666666667,120
JF40diIjqk+p,41,30,99,99,1,2017-03-11,2017-04-11,0,1,4,-1,female,7,2014-07-25,387.0,127.0,72.0,122.0,652.0,966.0,217463.12800000003,12.9,4.233333333333333,2.4,4.066666666666666,21.73333333333333,32.2,7248.770933333334,30,0,3.3,991
bFAUsNuE00FO,41,30,149,149,1,2017-03-25,2017-04-25,0,1,1,-1,inconnu,7,2015-10-26,106.0,18.0,9.0,21.0,104.0,176.0,34887.708,10.6,1.8,0.9,2.1,10.4,17.6,3488.7708,10,0,4.966666666666667,547
kTSNe6RhQxnU,37,30,149,149,1,2017-03-07,2017-04-07,0,1,22,34,male,9,2013-11-06,112.0,29.0,22.0,16.0,377.0,436.0,107154.04400000001,5.090909090909091,1.318181818181818,1.0,0.7272727272727273,17.136363636363637,19.818181818181817,4870.638363636364,22,0,4.966666666666667,1248
o5Cl29t41pXK,41,30,99,99,1,2017-03-11,2017-04-11,0,1,1,-1,inconnu,7,2013-06-12,15.0,5.0,2.0,3.0,221.0,227.0,58319.318,1.875,0.625,0.25,0.375,27.625,28.375,7289.91475,8,0,3.3,1399
il5TrFHtJ3Vc,41,30,99,99,1,2017-03-11,2017-04-11,0,1,1,-1,inconnu,7,2014-12-08,18.0,4.0,2.0,9.0,264.0,171.0,73092.197,3.0,0.6666666666666666,0.3333333333333333,1.5,44.0,28.5,12182.032833333333,6,0,3.3,855
dJGeBIj/3/eu,41,30,99,99,1,2017-03-04,2017-04-04,0,1,1,-1,inconnu,7,2015-12-04,0.0,0.0,1.0,0.0,6.0,6.0,3002.142000000001,0.0,0.0,0.5,0.0,3.0,3.0,1501.071,2,0,3.3,487
FXlxVw5L0mBr,38,30,149,149,0,2017-03-31,2017-04-30,0,1,13,21,female,9,2015-04-02,53.0,34.0,19.0,22.0,319.0,224.0,95487.45300000001,2.7894736842105257,1.7894736842105263,1.0,1.1578947368421053,16.789473684210527,11.789473684210524,5025.655421052631,19,0,4.966666666666667,759
DKQ0g1e9c4Ka,38,30,149,149,0,2017-03-15,2017-04-14,0,1,1,-1,inconnu,9,2016-09-03,52.0,11.0,7.0,17.0,35.0,78.0,16054.181,3.7142857142857135,0.7857142857142857,0.5,1.2142857142857142,2.5,5.571428571428571,1146.7272142857146,14,0,4.966666666666667,223
k5R8aAINP+Ss,41,30,149,149,1,2017-03-20,2017-04-21,0,1,13,27,male,7,2011-12-29,0.0,1.0,0.0,0.0,32.0,33.0,10400.823,0.0,0.5,0.0,0.0,16.0,16.5,5200.4115,2,0,4.966666666666667,1940
7A6L1/2gOnlT,41,30,99,99,1,2017-03-21,2017-04-21,0,1,1,-1,inconnu,7,2016-10-22,1.0,0.0,0.0,0.0,10.0,10.0,2598.279,0.3333333333333333,0.0,0.0,0.0,3.333333333333333,3.333333333333333,866.0930000000003,3,0,3.3,181
4oBCbjGBDX4s,36,30,180,180,1,2017-03-18,2017-04-17,0,1,1,-1,inconnu,4,2016-07-12,66.0,18.0,12.0,7.0,243.0,252.0,64853.163,3.6666666666666665,1.0,0.6666666666666666,0.3888888888888889,13.5,14.0,3602.9535,18,0,6.0,279
9gjulw9xA/0o,38,30,149,149,0,2017-03-06,2017-04-05,0,1,13,18,male,9,2010-05-30,134.0,47.0,35.0,32.0,388.0,474.0,106291.34000000004,5.583333333333332,1.9583333333333333,1.4583333333333333,1.3333333333333333,16.166666666666668,19.75,4428.805833333335,24,0,4.966666666666667,2502
EIJ8d+5WvDS1,41,30,99,99,1,2017-03-05,2017-04-05,0,1,1,-1,inconnu,7,2012-01-24,71.0,10.0,7.0,27.0,1672.0,261.0,412513.5199999999,4.176470588235294,0.5882352941176471,0.4117647058823529,1.5882352941176472,98.35294117647058,15.352941176470587,24265.50117647058,17,0,3.3,1898
LQFn+VTaVnAz,41,30,99,99,1,2017-03-03,2017-04-03,0,1,1,-1,inconnu,7,2015-11-04,18.0,3.0,0.0,0.0,37.0,46.0,10323.635,3.0,0.5,0.0,0.0,6.166666666666668,7.666666666666668,1720.605833333333,6,0,3.3,516
DTWhP+Oy4ar7,36,30,180,180,0,2017-03-04,2017-04-05,0,1,4,30,female,3,2015-01-22,136.0,40.0,41.0,25.0,712.0,962.0,200999.918,4.387096774193549,1.2903225806451613,1.3225806451612905,0.8064516129032258,22.967741935483872,31.032258064516128,6483.868322580644,31,0,6.0,804
ehikL4Mz1DqZ,36,30,180,180,1,2017-03-23,2017-04-22,0,1,9,24,female,9,2010-12-15,32.0,9.0,7.0,12.0,498.0,530.0,126286.91699999999,2.1333333333333333,0.6,0.4666666666666667,0.8,33.2,35.333333333333336,8419.1278,15,0,6.0,2320
K9YtX35QSrhG,41,30,149,149,1,2017-03-02,2017-04-02,0,1,1,-1,inconnu,7,2015-01-03,192.0,58.0,49.0,38.0,740.0,687.0,208940.05800000002,6.193548387096772,1.870967741935484,1.5806451612903225,1.2258064516129032,23.87096774193548,22.161290322580644,6740.0018709677415,31,0,4.966666666666667,820
KIKWc6hHXfMY,41,30,129,129,1,2017-03-25,2017-04-25,0,1,1,-1,inconnu,7,2013-10-12,98.0,20.0,11.0,14.0,110.0,284.0,32460.904,10.888888888888893,2.2222222222222223,1.2222222222222223,1.5555555555555556,12.222222222222221,31.555555555555557,3606.767111111111,9,0,4.3,1291
LKMvbOGkXWuB,41,30,149,149,1,2017-03-21,2017-04-21,0,1,1,-1,inconnu,7,2014-10-22,162.0,16.0,16.0,12.0,150.0,202.0,44052.932,6.48,0.64,0.64,0.48,6.0,8.08,1762.1172800000006,25,0,4.966666666666667,912
KUydIBX8mtoI,41,30,149,149,1,2017-03-23,2017-04-23,0,1,1,-1,inconnu,7,2013-05-13,109.0,12.0,10.0,15.0,1255.0,1064.0,372059.92100000003,4.36,0.48,0.4,0.6,50.2,42.56,14882.396840000001,25,0,4.966666666666667,1441
ODQzaQC24atk,41,30,99,99,1,2017-03-11,2017-04-11,0,1,1,-1,inconnu,7,2016-07-11,2.0,3.0,0.0,0.0,0.0,5.0,329.63,2.0,3.0,0.0,0.0,0.0,5.0,329.63,1,0,3.3,274
RtE1QhG0OsI9,40,30,149,149,1,2017-03-25,2017-04-27,0,1,14,27,female,9,2016-05-25,21.0,10.0,3.0,3.0,170.0,180.0,43682.194,1.9090909090909087,0.9090909090909092,0.2727272727272727,0.2727272727272727,15.454545454545455,16.363636363636363,3971.1085454545455,11,0,4.966666666666667,337
InYbrw7Ounk5,41,30,100,100,1,2017-03-09,2017-04-09,0,1,5,37,male,7,2017-02-10,295.0,45.0,26.0,58.0,381.0,772.0,124646.636,12.826086956521738,1.9565217391304348,1.1304347826086956,2.5217391304347827,16.565217391304348,33.56521739130435,5419.418956521738,23,0,3.333333333333333,58
VRdrbNrbPFeT,39,30,149,149,1,2017-03-31,2017-05-24,0,2,13,33,male,9,2015-08-22,80.0,13.0,15.0,12.0,312.0,355.0,82107.18300000003,5.0,0.8125,0.9375,0.75,19.5,22.1875,5131.698937500001,16,0,4.966666666666667,641
VBXxsyraWusR,41,30,129,129,1,2017-03-11,2017-03-11,1,1,4,24,female,7,2010-08-16,26.0,11.0,3.0,4.0,98.0,126.0,25658.212000000003,2.6,1.1,0.3,0.4,9.8,12.6,2565.8212000000008,10,1,4.3,2399
GApVbgS7eqiR,41,30,149,149,1,2017-03-31,2017-04-30,0,1,1,-1,inconnu,7,2016-11-01,110.0,12.0,13.0,15.0,219.0,288.0,60308.519,6.470588235294117,0.7058823529411765,0.7647058823529411,0.8823529411764706,12.882352941176471,16.941176470588232,3547.55994117647,17,0,4.966666666666667,180
9/QvVm6d9KzY,30,30,129,129,1,2017-03-01,2017-03-31,0,1,13,23,male,3,2015-04-05,259.0,52.0,36.0,37.0,431.0,739.0,127815.359,9.25,1.8571428571428568,1.2857142857142858,1.3214285714285714,15.392857142857142,26.392857142857146,4564.834250000001,28,0,4.3,726
+6HIRCgMqb1p,41,30,99,99,1,2017-03-16,2017-04-16,0,1,1,-1,inconnu,7,2016-05-16,13.0,9.0,9.0,8.0,401.0,302.0,106311.34699999998,1.0,0.6923076923076923,0.6923076923076923,0.6153846153846154,30.84615384615385,23.23076923076923,8177.795923076921,13,0,3.3,335
fe/7DNoeKY9E,41,30,99,99,1,2017-03-03,2017-04-03,0,1,1,-1,inconnu,7,2017-01-04,25.0,1.0,1.0,0.0,160.0,158.0,43385.241,1.7857142857142858,0.07142857142857142,0.07142857142857142,0.0,11.428571428571427,11.285714285714285,3098.945785714285,14,0,3.3,89
D+gBb6CIZQCh,29,30,180,180,1,2017-03-25,2017-04-25,0,1,13,30,female,4,2016-10-03,321.0,99.0,44.0,108.0,1552.0,628.0,430214.1980000001,10.35483870967742,3.193548387096774,1.4193548387096775,3.4838709677419355,50.064516129032256,20.258064516129032,13877.877354838709,31,0,6.0,204
SIVoYkJ5U7VJ,41,30,99,99,1,2017-03-10,2017-04-10,0,1,1,-1,inconnu,7,2016-07-10,89.0,44.0,13.0,22.0,85.0,222.0,35406.467999999986,4.9444444444444455,2.4444444444444446,0.7222222222222222,1.2222222222222223,4.722222222222221,12.333333333333336,1967.026,18,0,3.3,274
YJj9Pksei8tG,41,30,99,99,1,2017-03-22,2017-04-22,0,1,1,-1,inconnu,7,2014-04-12,27.0,4.0,1.0,0.0,48.0,53.0,12950.258999999998,6.75,1.0,0.25,0.0,12.0,13.25,3237.56475,4,0,3.3,1106
HPd748p/YjtD,41,30,149,149,1,2017-03-02,2017-04-03,0,1,1,-1,inconnu,7,2011-03-28,8.0,2.0,1.0,0.0,34.0,40.0,8647.098,1.1428571428571428,0.2857142857142857,0.14285714285714285,0.0,4.857142857142857,5.7142857142857135,1235.2997142857146,7,0,4.966666666666667,2198
buPwSD4/WDwu,36,30,180,180,1,2017-03-26,2017-04-25,0,2,9,29,male,9,2007-03-13,15.0,6.0,4.0,7.0,484.0,472.0,119305.78800000002,0.6818181818181818,0.2727272727272727,0.18181818181818185,0.3181818181818182,22.0,21.454545454545453,5422.990363636364,22,0,6.0,3696
8/U0OMMX2km/,41,30,99,99,1,2017-03-24,2017-04-24,0,1,1,-1,inconnu,7,2016-01-24,115.0,63.0,38.0,59.0,842.0,382.0,188221.43200000003,6.764705882352941,3.7058823529411766,2.235294117647059,3.4705882352941178,49.529411764705884,22.470588235294123,11071.848941176471,17,0,3.3,456
4f8BJOXzyvzB,41,30,99,99,1,2017-03-20,2017-04-20,0,1,1,-1,inconnu,7,2016-08-20,4.0,1.0,2.0,3.0,56.0,62.0,15261.973999999998,1.0,0.25,0.5,0.75,14.0,15.5,3815.4935,4,0,3.3,243
szlRQpLHLTNn,41,30,99,99,1,2017-03-02,2017-04-02,0,1,1,-1,inconnu,7,2015-11-03,22.0,2.0,1.0,4.0,359.0,307.0,86894.106,0.88,0.08,0.04,0.16,14.36,12.28,3475.76424,25,0,3.3,516
R1XISqdOHfDj,36,30,180,180,1,2017-03-18,2017-04-25,0,1,1,-1,inconnu,7,2016-07-14,21.0,4.0,2.0,4.0,31.0,75.0,13308.396000000002,2.333333333333333,0.4444444444444444,0.2222222222222222,0.4444444444444444,3.4444444444444446,8.333333333333334,1478.7106666666668,9,0,6.0,285
HkkMekP9fh/p,41,30,129,129,1,2017-03-05,2017-04-05,0,1,1,-1,inconnu,7,2016-01-12,27.0,13.0,9.0,14.0,319.0,282.0,83967.86699999997,1.5882352941176472,0.7647058823529411,0.5294117647058824,0.8235294117647058,18.764705882352946,16.588235294117652,4939.286294117646,17,0,4.3,449
hgOag/FEQ0J8,41,30,149,149,1,2017-03-27,2017-04-27,0,1,1,-1,inconnu,7,2010-10-07,45.0,23.0,4.0,1.0,23.0,83.0,9268.410000000002,5.0,2.555555555555556,0.4444444444444444,0.1111111111111111,2.555555555555556,9.222222222222221,1029.8233333333335,9,0,4.966666666666667,2394
h/mWtBjLuqdb,34,30,149,149,1,2017-02-28,2017-04-04,0,2,5,29,female,9,2007-06-09,138.0,22.0,11.0,28.0,359.0,443.0,105475.07,6.0,0.9565217391304348,0.4782608695652174,1.2173913043478262,15.608695652173912,19.26086956521739,4585.872608695652,23,1,4.966666666666667,3587
MT0aaqn7J88k,38,30,149,149,0,2017-03-31,2017-04-30,0,1,1,-1,inconnu,9,2016-03-27,201.0,44.0,26.0,32.0,584.0,846.0,167872.90399999998,7.178571428571429,1.5714285714285714,0.9285714285714286,1.1428571428571428,20.857142857142858,30.214285714285715,5995.460857142856,28,0,4.966666666666667,399
a+/Ed88cHxQi,40,30,149,149,1,2017-03-14,2017-04-16,0,1,11,21,male,9,2015-08-13,137.0,28.0,16.0,15.0,731.0,720.0,200783.23799999995,6.85,1.4,0.8,0.75,36.55,36.0,10039.161899999996,20,0,4.966666666666667,612
CgR0GVbuXRWU,38,7,35,35,0,2017-03-16,2017-03-23,0,1,1,-1,inconnu,4,2016-03-27,88.0,7.0,4.0,8.0,197.0,282.0,54848.053,12.571428571428573,1.0,0.5714285714285714,1.1428571428571428,28.142857142857146,40.285714285714285,7835.436142857144,7,1,5.0,361
SHHWcFgVDRXh,40,30,149,149,1,2017-03-01,2017-04-06,0,1,13,27,male,3,2014-01-23,69.0,11.0,13.0,16.0,200.0,197.0,52753.685,4.6,0.7333333333333333,0.8666666666666667,1.0666666666666669,13.333333333333336,13.133333333333333,3516.912333333333,15,0,4.966666666666667,1169
HARm89trfEF6,41,30,99,99,1,2017-03-07,2017-04-08,0,3,1,-1,inconnu,7,2011-01-27,29.0,10.0,8.0,11.0,230.0,115.0,63306.06199999999,1.380952380952381,0.4761904761904762,0.3809523809523809,0.5238095238095238,10.952380952380953,5.476190476190476,3014.574380952381,21,0,3.3,2263
+k7gjsE6aKW9,41,30,99,99,1,2017-03-09,2017-04-09,0,1,1,-1,inconnu,7,2016-08-10,6.0,1.0,1.0,2.0,162.0,169.0,36448.885,0.35294117647058826,0.05882352941176471,0.05882352941176471,0.1176470588235294,9.529411764705884,9.941176470588236,2144.052058823529,17,0,3.3,242
cfDkVf87as2k,37,30,149,149,1,2017-03-20,2017-04-20,0,1,5,26,female,9,2011-08-12,329.0,51.0,26.0,45.0,2395.0,2284.0,561100.886,10.612903225806454,1.6451612903225807,0.8387096774193549,1.4516129032258065,77.25806451612904,73.6774193548387,18100.028580645165,31,0,4.966666666666667,2078
FBUGHG8RyA3b,38,30,149,149,0,2017-03-08,2017-04-07,0,1,1,-1,inconnu,9,2015-01-02,401.0,128.0,55.0,100.0,947.0,1054.0,275486.675,13.827586206896553,4.413793103448277,1.8965517241379308,3.4482758620689653,32.6551724137931,36.3448275862069,9499.54051724138,29,0,4.966666666666667,826
tfQ4XRKoO3pQ,39,30,149,149,1,2017-03-31,2017-05-09,0,2,13,-1,inconnu,3,2013-05-24,161.0,33.0,35.0,24.0,712.0,881.0,201846.815,5.551724137931035,1.1379310344827591,1.206896551724138,0.8275862068965517,24.551724137931036,30.37931034482759,6960.235,29,0,4.966666666666667,1446
V+zvczg/AwMZ,41,30,99,99,1,2017-03-10,2017-04-11,0,1,13,18,male,7,2010-04-28,41.0,5.0,7.0,13.0,206.0,214.0,55120.78300000001,2.1578947368421053,0.2631578947368421,0.3684210526315789,0.6842105263157895,10.842105263157897,11.26315789473684,2901.0938421052642,19,0,3.3,2540
0NQGpVQC2+bc,41,30,99,99,1,2017-03-14,2017-04-14,0,1,15,23,female,7,2016-01-14,130.0,30.0,10.0,15.0,627.0,778.0,161985.108,5.2,1.2,0.4,0.6,25.08,31.12,6479.404320000002,25,0,3.3,456
wfpgIGn/ack2,40,30,149,149,1,2017-03-08,2017-04-07,0,1,13,28,female,3,2014-08-31,261.0,67.0,37.0,36.0,1458.0,1059.0,332980.75499999995,8.7,2.2333333333333334,1.2333333333333334,1.2,48.6,35.3,11099.358499999998,30,0,4.966666666666667,950
