msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel,transaction_count,city,bd,gender,registered_via,registration_init_time,num_25Sum,num_50Sum,num_75Sum,num_985Sum,num_100Sum,num_unqSum,total_secsSum,num_25Mean,num_50Mean,num_75Mean,num_985Mean,num_100Mean,num_unqMean,total_secsMean,count,is_churn,price_per_day,days_fidelity
MAvzIh3DQcsH,41,30,99,99,1,2017-03-06,2017-04-06,0,1,1,-1,inconnu,7,2013-11-06,55.0,8.0,1.0,2.0,73.0,91.0,21022.825,5.5,0.8,0.1,0.2,7.3,9.1,2102.2825,10,0,3.3,1247
Y7hcEc9eL2Uf,38,30,149,149,0,2017-03-24,2017-04-23,0,1,15,18,male,3,2013-11-17,51.0,7.0,7.0,14.0,237.0,140.0,57994.85099999999,2.4285714285714284,0.3333333333333333,0.3333333333333333,0.6666666666666666,11.285714285714285,6.666666666666668,2761.659571428572,21,0,4.966666666666667,1253
xcoEslKVE66q,34,30,149,149,1,2017-03-31,2017-04-30,0,1,13,22,male,9,2006-02-24,47.0,67.0,27.0,36.0,9.0,269.0,30218.074000000004,3.3571428571428568,4.785714285714286,1.9285714285714288,2.571428571428572,0.6428571428571429,19.214285714285715,2158.4338571428575,14,0,4.966666666666667,4083
HDFVnGgCuICc,40,30,149,149,1,2017-03-05,2017-04-04,0,1,13,33,male,9,2011-09-21,123.0,10.0,10.0,11.0,402.0,461.0,108281.171,5.3478260869565215,0.43478260869565216,0.43478260869565216,0.4782608695652174,17.47826086956522,20.043478260869566,4707.877,23,0,4.966666666666667,2022
PMDN5Kuh4/zR,38,30,149,149,0,2017-03-22,2017-04-21,0,1,4,21,male,3,2015-08-16,168.0,39.0,26.0,15.0,641.0,577.0,164644.307,6.222222222222222,1.4444444444444444,0.9629629629629628,0.5555555555555556,23.74074074074073,21.37037037037037,6097.937296296296,27,0,4.966666666666667,614
o//1jDbURWQJ,41,30,149,149,1,2017-03-03,2017-04-04,0,1,1,-1,inconnu,7,2012-02-04,170.0,34.0,30.0,37.0,302.0,308.0,84084.65600000003,7.083333333333332,1.4166666666666667,1.25,1.5416666666666667,12.583333333333336,12.833333333333336,3503.527333333334,24,0,4.966666666666667,1886
TGwrF3HSPVnb,37,30,149,149,1,2017-03-02,2017-04-02,0,1,21,22,female,9,2005-10-08,79.0,38.0,19.0,28.0,799.0,819.0,208025.462,2.6333333333333333,1.2666666666666666,0.6333333333333333,0.9333333333333332,26.63333333333333,27.3,6934.182066666666,30,0,4.966666666666667,4194
PFJkW8SCpmsG,41,30,99,99,1,2017-03-03,2017-04-03,0,1,1,-1,inconnu,7,2016-11-03,357.0,83.0,71.0,87.0,1431.0,1133.0,384753.38899999997,11.516129032258064,2.677419354838709,2.290322580645161,2.806451612903226,46.161290322580655,36.548387096774185,12411.399645161291,31,0,3.3,151
YR/SSbA4UCdw,41,30,100,100,1,2017-03-24,2017-04-24,0,1,1,-1,inconnu,7,2017-01-25,4.0,1.0,0.0,1.0,83.0,53.0,23107.414,0.5714285714285714,0.14285714285714285,0.0,0.14285714285714285,11.857142857142858,7.571428571428571,3301.059142857143,7,0,3.333333333333333,89
gQNy5wzQEQSB,36,30,180,180,1,2017-03-29,2017-05-03,0,2,15,25,male,3,2013-07-06,78.0,21.0,17.0,23.0,1427.0,1215.0,361217.873,2.689655172413793,0.7241379310344828,0.5862068965517241,0.7931034482758621,49.206896551724135,41.89655172413793,12455.78872413793,29,1,6.0,1397
Rpg0+BoAkh26,29,30,180,180,0,2017-03-05,2017-04-05,0,1,13,14,female,9,2015-05-21,313.0,85.0,43.0,82.0,329.0,794.0,123565.57499999998,10.79310344827586,2.931034482758621,1.4827586206896552,2.827586206896552,11.344827586206891,27.37931034482759,4260.881896551724,29,0,6.0,685
D1MNB19jJNKU,41,30,99,99,1,2017-03-06,2017-04-06,0,1,1,-1,inconnu,7,2015-11-07,37.0,24.0,32.0,45.0,2129.0,2013.0,574117.156,1.3214285714285714,0.8571428571428571,1.1428571428571428,1.6071428571428572,76.03571428571429,71.89285714285714,20504.184142857142,28,0,3.3,516
6ANuNMHls+Vm,40,30,149,149,1,2017-03-20,2017-03-18,1,1,15,27,male,3,2015-01-01,7.0,3.0,2.0,1.0,122.0,123.0,29772.145000000004,1.4,0.6,0.4,0.2,24.4,24.6,5954.429000000001,5,1,4.966666666666667,807
fbrKv1qdAH4K,37,30,149,149,1,2017-03-27,2017-04-28,0,1,4,38,male,9,2008-05-07,9.0,4.0,0.0,2.0,158.0,48.0,35280.401999999995,0.75,0.3333333333333333,0.0,0.16666666666666666,13.166666666666664,4.0,2940.0334999999995,12,0,4.966666666666667,3278
oqGgeMQu309v,41,30,99,99,1,2017-03-04,2017-04-04,0,1,1,-1,inconnu,7,2016-01-05,57.0,14.0,18.0,16.0,302.0,376.0,88490.22000000002,3.3529411764705883,0.8235294117647058,1.0588235294117647,0.9411764705882352,17.764705882352942,22.117647058823533,5205.3070588235305,17,0,3.3,455
F7WMTANKPnOB,41,30,100,100,1,2017-03-11,2017-04-11,0,1,1,-1,inconnu,7,2017-02-11,103.0,16.0,20.0,14.0,490.0,592.0,132615.51,3.814814814814815,0.5925925925925926,0.7407407407407407,0.5185185185185185,18.14814814814815,21.925925925925927,4911.685555555556,27,0,3.333333333333333,59
Ysrqj6KZY007,41,30,99,99,1,2017-03-23,2017-04-23,0,1,1,-1,inconnu,7,2015-10-23,59.0,8.0,2.0,3.0,114.0,215.0,31014.394,5.9,0.8,0.2,0.3,11.4,21.5,3101.4394,10,0,3.3,548
zATZofPjlcD7,41,30,99,99,1,2017-03-17,2017-04-17,0,1,1,-1,inconnu,7,2015-12-18,1.0,2.0,0.0,0.0,0.0,2.0,176.70600000000005,0.5,1.0,0.0,0.0,0.0,1.0,88.35300000000002,2,0,3.3,486
ypfKuOmKH3iv,41,30,99,99,1,2017-03-10,2017-04-10,0,1,1,-1,inconnu,7,2016-05-10,104.0,21.0,17.0,28.0,475.0,573.0,128184.00600000002,3.466666666666667,0.7,0.5666666666666667,0.9333333333333332,15.833333333333336,19.1,4272.8002000000015,30,0,3.3,335
DJnq/p/emcw6,41,30,149,149,1,2017-03-17,2017-04-17,0,1,1,-1,inconnu,7,2013-03-30,1.0,2.0,1.0,0.0,2.0,6.0,851.315,1.0,2.0,1.0,0.0,2.0,6.0,851.315,1,0,4.966666666666667,1479
Gxq381T96xm9,39,30,149,149,1,2017-03-31,2017-05-10,0,2,22,31,female,3,2014-01-31,133.0,20.0,5.0,6.0,243.0,356.0,63661.39899999999,7.388888888888887,1.1111111111111112,0.2777777777777778,0.3333333333333333,13.5,19.777777777777786,3536.7443888888884,18,0,4.966666666666667,1195
5/oiAyUDsVBy,37,30,149,149,1,2017-03-01,2017-04-07,0,1,13,30,male,4,2016-05-26,81.0,9.0,14.0,6.0,438.0,290.0,122374.06,5.0625,0.5625,0.875,0.375,27.375,18.125,7648.378750000003,16,0,4.966666666666667,316
X3390Lezbevz,41,30,99,99,1,2017-03-05,2017-04-05,0,1,1,-1,inconnu,7,2015-11-06,85.0,25.0,17.0,16.0,1095.0,1082.0,284640.212,5.3125,1.5625,1.0625,1.0,68.4375,67.625,17790.01325,16,0,3.3,516
wETf+fotKPN7,39,30,149,149,1,2017-03-31,2017-05-26,0,2,13,28,male,9,2012-12-25,42.0,6.0,1.0,5.0,129.0,153.0,35858.196,3.8181818181818175,0.5454545454545454,0.09090909090909093,0.4545454545454545,11.727272727272727,13.909090909090908,3259.836,11,0,4.966666666666667,1613
oU525+AgSWTk,41,30,99,99,1,2017-03-10,2017-04-10,0,2,1,-1,inconnu,7,2016-03-11,0.0,0.0,0.0,0.0,1.0,1.0,201.549,0.0,0.0,0.0,0.0,1.0,1.0,201.549,1,1,3.3,395
/ODNJ674tt1B,41,30,149,149,1,2017-03-04,2017-04-05,0,1,1,-1,inconnu,7,2010-05-03,3.0,1.0,4.0,2.0,183.0,190.0,48027.102,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.2222222222222222,20.33333333333333,21.11111111111111,5336.344666666667,9,0,4.966666666666667,2529
3Ku92C/BeM4U,41,30,99,99,1,2017-03-20,2017-04-20,0,1,1,-1,inconnu,7,2016-01-20,2.0,1.0,1.0,2.0,6.0,8.0,2766.264,0.5,0.25,0.25,0.5,1.5,2.0,691.566,4,0,3.3,456
jLpf4ASC9Knl,41,30,149,149,1,2017-03-05,2017-04-05,0,1,5,26,male,7,2011-11-05,28.0,17.0,7.0,3.0,23.0,97.0,12686.261999999999,4.0,2.4285714285714284,1.0,0.42857142857142855,3.2857142857142856,13.857142857142858,1812.323142857143,7,0,4.966666666666667,1978
BMRkFPiNg8da,41,30,99,99,1,2017-03-10,2017-04-12,0,1,9,31,female,7,2010-11-05,13.0,4.0,5.0,5.0,232.0,227.0,58850.20100000001,1.3,0.4,0.5,0.5,23.2,22.7,5885.0201000000025,10,0,3.3,2350
lTOopyIgzM3/,41,30,99,99,1,2017-03-26,2017-04-26,0,1,1,-1,inconnu,7,2013-06-23,8.0,2.0,1.0,0.0,330.0,217.0,72923.234,0.8,0.2,0.1,0.0,33.0,21.7,7292.3233999999975,10,0,3.3,1403
E+C2X279uu92,39,30,149,149,1,2017-03-31,2017-05-13,0,2,11,28,male,9,2006-01-29,209.0,24.0,37.0,21.0,1036.0,1261.0,280220.11099999986,6.741935483870968,0.7741935483870968,1.1935483870967742,0.6774193548387096,33.41935483870968,40.67741935483871,9039.358419354836,31,0,4.966666666666667,4122
1gkZbLLQCUS9,41,30,149,149,1,2017-03-17,2017-04-17,0,1,5,20,female,7,2014-08-18,463.0,100.0,59.0,109.0,682.0,1107.0,214930.081,14.93548387096774,3.2258064516129035,1.903225806451613,3.5161290322580645,22.0,35.709677419354854,6933.2284193548385,31,0,4.966666666666667,973
ffWl8SNeBO0W,41,30,99,99,1,2017-03-27,2017-04-27,0,1,1,-1,inconnu,7,2015-12-27,54.0,21.0,5.0,4.0,42.0,105.0,13936.733000000002,7.7142857142857135,3.0,0.7142857142857143,0.5714285714285714,6.0,15.0,1990.9618571428573,7,0,3.3,487
L5dshuI/A2jD,41,30,99,99,1,2017-03-31,2017-04-30,0,1,13,40,female,7,2016-02-28,25.0,1.0,1.0,7.0,2090.0,2057.0,488563.13899999997,1.0,0.04,0.04,0.28,83.6,82.28,19542.52556,25,0,3.3,427
jwLiottX+YQ4,40,30,149,149,1,2017-03-11,2017-04-10,0,1,13,26,male,9,2010-06-21,77.0,15.0,14.0,18.0,49.0,180.0,33089.031,7.0,1.3636363636363635,1.2727272727272727,1.6363636363636365,4.454545454545454,16.363636363636363,3008.0937272727283,11,0,4.966666666666667,2485
h7FJNx3q/L9y,23,30,149,149,1,2017-03-31,2017-04-30,0,1,4,36,male,9,2012-12-01,41.0,22.0,14.0,17.0,1883.0,878.0,492397.311,1.4642857142857142,0.7857142857142857,0.5,0.6071428571428571,67.25,31.357142857142854,17585.61825,28,0,4.966666666666667,1611
LEKEUd6BlrkK,37,30,149,149,1,2017-03-03,2017-04-05,0,1,11,28,female,9,2013-03-03,53.0,35.0,31.0,14.0,800.0,834.0,200689.52899999998,1.9629629629629632,1.2962962962962965,1.148148148148148,0.5185185185185185,29.62962962962963,30.88888888888889,7432.945518518519,27,0,4.966666666666667,1494
05hSjEa87WYu,41,30,99,99,1,2017-03-01,2017-03-01,1,1,1,-1,inconnu,7,2013-12-22,0.0,0.0,1.0,0.0,23.0,18.0,6111.469,0.0,0.0,0.5,0.0,11.5,9.0,3055.7345,2,1,3.3,1165
v+pEyzURfCpw,40,30,149,149,1,2017-03-21,2017-04-20,0,1,22,43,inconnu,9,2015-08-25,53.0,5.0,5.0,2.0,194.0,230.0,55925.75399999999,2.3043478260869565,0.21739130434782608,0.21739130434782608,0.08695652173913042,8.434782608695652,10.0,2431.55452173913,23,0,4.966666666666667,604
6OqdjrRhZOnm,41,30,99,99,1,2017-03-12,2017-04-12,0,1,1,-1,inconnu,7,2015-07-13,1.0,0.0,0.0,0.0,0.0,1.0,6.4460000000000015,1.0,0.0,0.0,0.0,0.0,1.0,6.4460000000000015,1,0,3.3,639
aFovfxn/pbyu,41,30,149,149,1,2017-03-02,2017-04-02,0,1,1,-1,inconnu,7,2015-11-03,5.0,2.0,1.0,1.0,78.0,66.0,19500.599,0.4545454545454545,0.18181818181818185,0.09090909090909093,0.09090909090909093,7.090909090909091,6.0,1772.7817272727273,11,0,4.966666666666667,516
Wu1dIa+/LHgc,38,30,149,149,0,2017-03-25,2017-04-26,0,1,1,-1,inconnu,4,2016-01-23,278.0,42.0,24.0,11.0,315.0,565.0,82903.23099999999,11.12,1.68,0.96,0.44,12.6,22.6,3316.1292399999993,25,0,4.966666666666667,459
15lJS64yLrQ9,40,30,149,149,1,2017-03-15,2017-04-14,0,1,4,27,female,9,2011-05-09,41.0,24.0,16.0,32.0,2413.0,2006.0,685509.015,1.4642857142857142,0.8571428571428571,0.5714285714285714,1.1428571428571428,86.17857142857143,71.64285714285714,24482.464821428573,28,0,4.966666666666667,2167
RP+hsSjGXqdU,40,30,149,149,1,2017-03-23,2017-04-22,0,1,14,-1,male,4,2017-01-15,121.0,6.0,11.0,5.0,408.0,567.0,111157.881,5.260869565217392,0.2608695652173913,0.4782608695652174,0.21739130434782608,17.73913043478261,24.65217391304348,4832.951347826087,23,0,4.966666666666667,97
fkgMT4C5muHU,41,30,99,99,1,2017-03-02,2017-04-02,0,1,1,-1,inconnu,7,2011-02-21,5.0,7.0,6.0,5.0,2737.0,2471.0,675825.6655000001,0.16129032258064516,0.2258064516129032,0.1935483870967742,0.16129032258064516,88.29032258064518,79.70967741935483,21800.827919354844,31,0,3.3,2232
wgtPCgXGhD+t,41,30,99,99,1,2017-03-12,2017-04-12,0,1,4,44,male,7,2015-07-13,2.0,0.0,0.0,2.0,11.0,14.0,3452.7990000000004,1.0,0.0,0.0,1.0,5.5,7.0,1726.3995,2,0,3.3,639
glBTGh2RuBJ1,33,30,149,149,1,2017-03-31,2017-04-30,0,1,13,36,male,9,2008-07-20,69.0,6.0,11.0,8.0,1447.0,1407.0,448463.9820000001,2.875,0.25,0.4583333333333333,0.3333333333333333,60.29166666666666,58.625,18685.999250000004,24,0,4.966666666666667,3206
eb3SJ/le7Tmt,41,30,99,99,1,2017-03-06,2017-04-06,0,1,1,-1,inconnu,7,2015-09-07,40.0,18.0,14.0,17.0,140.0,67.0,46464.61900000001,5.7142857142857135,2.571428571428572,2.0,2.4285714285714284,20.0,9.571428571428571,6637.802714285715,7,0,3.3,577
cSWjc02LZfue,31,30,149,149,1,2017-03-31,2017-05-03,0,2,14,41,male,9,2011-03-12,20.0,3.0,3.0,3.0,67.0,77.0,15425.738000000001,2.2222222222222223,0.3333333333333333,0.3333333333333333,0.3333333333333333,7.4444444444444455,8.555555555555555,1713.9708888888888,9,0,4.966666666666667,2244
d1W1DdkpKWbx,41,30,129,129,1,2017-03-31,2017-04-30,0,1,15,34,female,7,2016-06-30,103.0,42.0,14.0,29.0,641.0,669.0,176181.83400000003,4.478260869565218,1.826086956521739,0.6086956521739131,1.2608695652173914,27.869565217391305,29.08695652173913,7660.079739130439,23,0,4.3,304
O2bFG9ZR264A,34,30,149,149,1,2017-03-31,2017-04-30,0,1,14,33,female,9,2012-06-16,46.0,15.0,13.0,11.0,1661.0,2007.0,503031.9445,1.6428571428571428,0.5357142857142857,0.4642857142857143,0.3928571428571429,59.32142857142857,71.67857142857143,17965.426589285715,28,0,4.966666666666667,1779
LeI764D1KFYJ,40,30,149,149,1,2017-03-16,2017-04-23,0,1,13,28,male,9,2011-09-07,87.0,25.0,12.0,9.0,417.0,392.0,109358.83699999998,3.3461538461538463,0.9615384615384616,0.4615384615384616,0.3461538461538461,16.03846153846154,15.076923076923075,4206.109115384615,26,0,4.966666666666667,2055
TjffKVkKiw1D,34,30,149,149,1,2017-03-31,2017-04-30,0,1,13,34,male,9,2007-05-27,52.0,29.0,21.0,20.0,553.0,611.0,140687.55499999993,2.4761904761904763,1.380952380952381,1.0,0.9523809523809524,26.33333333333333,29.095238095238088,6699.407380952379,21,0,4.966666666666667,3626
fYUlLzlsDU8f,38,30,149,149,0,2017-03-11,2017-04-10,0,1,1,-1,inconnu,3,2012-12-23,73.0,13.0,8.0,9.0,386.0,331.0,94614.407,3.4761904761904763,0.6190476190476191,0.3809523809523809,0.42857142857142855,18.38095238095238,15.761904761904766,4505.447952380952,21,0,4.966666666666667,1569
lxoOdpvZqLil,39,30,149,149,1,2017-03-31,2017-05-29,0,2,5,33,male,9,2008-10-13,33.0,5.0,5.0,4.0,564.0,576.0,144604.62900000002,2.2,0.3333333333333333,0.3333333333333333,0.26666666666666666,37.6,38.4,9640.308599999997,15,0,4.966666666666667,3150
+M85yHs/gRh0,41,30,99,99,1,2017-03-16,2017-04-16,0,1,1,-1,inconnu,7,2013-04-10,270.0,36.0,28.0,70.0,1007.0,1134.0,248592.8205,9.642857142857142,1.2857142857142858,1.0,2.5,35.964285714285715,40.5,8878.315017857141,28,0,3.3,1467
ou9ca3vOm26j,41,30,99,99,1,2017-03-05,2017-04-05,0,1,1,-1,inconnu,7,2015-11-05,147.0,43.0,22.0,15.0,132.0,339.0,43450.46900000001,8.166666666666666,2.3888888888888893,1.2222222222222223,0.8333333333333334,7.333333333333332,18.83333333333333,2413.9149444444447,18,0,3.3,517
BfyQHXnqd0u8,40,30,149,149,1,2017-03-22,2017-04-21,0,2,13,32,inconnu,9,2015-06-17,77.0,12.0,4.0,5.0,195.0,268.0,48366.28400000001,4.8125,0.75,0.25,0.3125,12.1875,16.75,3022.89275,16,0,4.966666666666667,674
sBrqH2MhWLUI,41,30,99,99,1,2017-03-23,2017-04-23,0,1,1,-1,inconnu,7,2014-02-25,121.0,30.0,19.0,30.0,562.0,421.0,156748.889,4.84,1.2,0.76,1.2,22.48,16.84,6269.9555599999985,25,0,3.3,1153
162uUVKuyf1K,40,30,149,149,1,2017-03-11,2017-04-10,0,1,6,27,male,9,2008-07-01,37.0,11.0,1.0,29.0,2340.0,1925.0,594080.0455,1.2333333333333334,0.3666666666666665,0.03333333333333333,0.9666666666666668,78.0,64.16666666666667,19802.66818333333,30,0,4.966666666666667,3205
BwA1AY+sFMxz,30,30,129,129,1,2017-03-16,2017-04-15,0,1,1,-1,inconnu,13,2017-01-16,88.0,24.0,18.0,15.0,114.0,203.0,36973.571,8.0,2.1818181818181817,1.6363636363636365,1.3636363636363635,10.363636363636363,18.454545454545453,3361.233727272728,11,0,4.3,89
oNzV1Gzx0VwY,32,410,1788,1788,0,2017-03-13,2018-04-27,0,2,13,36,female,3,2015-01-17,169.0,59.0,44.0,57.0,1447.0,584.0,380847.872,5.827586206896553,2.034482758620689,1.5172413793103448,1.9655172413793105,49.89655172413793,20.13793103448276,13132.685241379311,29,1,4.360975609756099,1196
vIO+JobTlKVH,29,30,180,180,0,2017-02-14,2017-04-18,0,1,8,17,female,3,2014-05-29,177.0,48.0,28.0,18.0,580.0,615.0,159607.455,5.9,1.6,0.9333333333333332,0.6,19.33333333333333,20.5,5320.2485,30,1,6.0,1055
5YMFohWhl6ig,39,30,149,149,1,2017-03-31,2017-05-07,0,2,11,23,male,3,2016-06-04,285.0,43.0,36.0,44.0,891.0,1157.0,244312.712,9.5,1.4333333333333331,1.2,1.4666666666666666,29.7,38.56666666666667,8143.757066666668,30,0,4.966666666666667,337
jvj8g4a+kgRg,40,30,149,149,1,2017-03-23,2017-04-25,0,1,6,23,inconnu,4,2016-06-23,59.0,19.0,20.0,13.0,246.0,329.0,66469.495,1.9666666666666663,0.6333333333333333,0.6666666666666666,0.43333333333333335,8.2,10.966666666666667,2215.649833333333,30,0,4.966666666666667,306
5Jqy1R+wVoOA,41,30,99,99,1,2017-03-03,2017-04-03,0,1,14,29,female,7,2012-07-05,118.0,32.0,18.0,36.0,762.0,599.0,176356.11349999995,6.5555555555555545,1.7777777777777777,1.0,2.0,42.333333333333336,33.27777777777778,9797.56186111111,18,0,3.3,1733
oI5NYcrJlO+Y,41,30,149,149,1,2017-03-10,2017-04-10,0,1,1,-1,inconnu,7,2015-04-10,22.0,8.0,6.0,5.0,667.0,528.0,151615.29000000007,1.5714285714285714,0.5714285714285714,0.42857142857142855,0.35714285714285715,47.64285714285714,37.714285714285715,10829.663571428575,14,0,4.966666666666667,731
sRZJFsgzckMf,39,30,149,149,1,2017-03-31,2017-05-21,0,2,18,35,male,9,2011-01-18,41.0,7.0,8.0,18.0,250.0,112.0,64005.025,2.2777777777777777,0.3888888888888889,0.4444444444444444,1.0,13.888888888888893,6.222222222222222,3555.8347222222224,18,0,4.966666666666667,2315
p12GNpo0klfK,41,30,99,99,1,2017-03-25,2017-04-25,0,1,1,-1,inconnu,7,2016-08-26,28.0,3.0,4.0,2.0,38.0,39.0,13759.476,28.0,3.0,4.0,2.0,38.0,39.0,13759.476,1,0,3.3,242
80KUcYRf43y0,41,30,99,99,1,2017-03-24,2017-04-24,0,1,1,-1,inconnu,7,2012-02-03,18.0,8.0,7.0,5.0,8.0,40.0,5297.321000000001,3.6,1.6,1.4,1.0,1.6,8.0,1059.4642,5,0,3.3,1907
IkD0GrJkGU3Y,36,30,180,180,0,2017-03-23,2017-04-24,0,1,1,-1,inconnu,9,2015-08-26,21.0,5.0,6.0,10.0,845.0,733.0,231960.34999999995,0.75,0.17857142857142858,0.21428571428571427,0.35714285714285715,30.17857142857143,26.17857142857143,8284.298214285713,28,1,6.0,607
81tDD0bTtzbt,38,30,149,149,0,2017-03-28,2017-04-27,0,1,1,-1,inconnu,9,2016-01-14,49.0,8.0,10.0,28.0,652.0,658.0,177636.392,2.333333333333333,0.3809523809523809,0.4761904761904762,1.3333333333333333,31.04761904761905,31.33333333333333,8458.87580952381,21,0,4.966666666666667,469
Kjn76k176eik,41,30,99,99,1,2017-03-26,2017-04-27,0,1,1,-1,inconnu,7,2011-12-26,4.0,2.0,0.0,0.0,21.0,19.0,5496.2649999999985,0.6666666666666666,0.3333333333333333,0.0,0.0,3.5,3.1666666666666665,916.0441666666666,6,0,3.3,1949
zUCoZP7nnqnv,29,30,180,180,0,2017-03-13,2017-04-12,0,1,13,-1,inconnu,9,2015-11-18,26.0,7.0,2.0,5.0,200.0,190.0,49954.59099999999,1.5294117647058822,0.4117647058823529,0.1176470588235294,0.29411764705882354,11.764705882352946,11.176470588235292,2938.5053529411766,17,0,6.0,511
61l9YOblA/Hc,31,30,149,149,1,2017-03-31,2017-04-30,0,1,13,32,male,9,2012-02-23,43.0,19.0,17.0,11.0,233.0,276.0,62761.362,1.7916666666666667,0.7916666666666666,0.7083333333333334,0.4583333333333333,9.708333333333334,11.5,2615.05675,24,0,4.966666666666667,1893
CciOyUQNj+rL,33,30,149,149,1,2017-03-31,2017-04-30,0,1,4,27,male,9,2007-04-25,34.0,6.0,6.0,5.0,104.0,122.0,27567.881,3.090909090909092,0.5454545454545454,0.5454545454545454,0.4545454545454545,9.454545454545457,11.090909090909092,2506.1710000000007,11,0,4.966666666666667,3658
lnIa6godo/jR,41,30,99,99,1,2017-03-11,2017-04-11,0,1,1,-1,inconnu,7,2011-08-17,5.0,3.0,1.0,0.0,1.0,10.0,701.2810000000003,5.0,3.0,1.0,0.0,1.0,10.0,701.2810000000003,1,0,3.3,2064
3HJVNm7yzWES,39,30,149,149,1,2017-03-31,2017-05-31,0,2,13,39,female,9,2007-01-08,64.0,19.0,10.0,10.0,192.0,249.0,53571.60799999999,4.571428571428571,1.3571428571428572,0.7142857142857143,0.7142857142857143,13.714285714285715,17.785714285714285,3826.543428571428,14,0,4.966666666666667,3796
VPeAC5bA59Li,41,30,99,99,1,2017-03-31,2017-04-30,0,1,1,-1,inconnu,7,2016-06-30,11.0,4.0,1.0,2.0,33.0,46.0,9773.982999999998,1.8333333333333333,0.6666666666666666,0.16666666666666666,0.3333333333333333,5.5,7.666666666666668,1628.9971666666665,6,0,3.3,304
hPDp529FxSfK,41,30,149,149,1,2017-03-31,2017-04-30,0,1,1,-1,inconnu,7,2010-11-10,110.0,49.0,37.0,54.0,947.0,801.0,265419.112,4.0740740740740735,1.8148148148148149,1.3703703703703705,2.0,35.074074074074076,29.66666666666667,9830.33748148148,27,0,4.966666666666667,2363
