msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel,transaction_count,city,bd,gender,registered_via,registration_init_time,num_25Sum,num_50Sum,num_75Sum,num_985Sum,num_100Sum,num_unqSum,total_secsSum,num_25Mean,num_50Mean,num_75Mean,num_985Mean,num_100Mean,num_unqMean,total_secsMean,count,is_churn,price_per_day,days_fidelity
rg8Kjgu0oMOL,41,30,99,99,1,2017-03-15,2017-04-15,0,1,1,-1,inconnu,7,2012-11-09,168.0,35.0,29.0,24.0,1625.0,1684.0,396588.2510000001,5.419354838709676,1.1290322580645162,0.935483870967742,0.7741935483870968,52.41935483870968,54.32258064516129,12793.169387096776,31,0,3.3,1618
AWlTPAjF5bcz,41,30,99,99,1,2017-03-23,2017-04-23,0,1,1,-1,inconnu,7,2016-07-24,31.0,5.0,2.0,1.0,87.0,108.0,23168.71,3.875,0.625,0.25,0.125,10.875,13.5,2896.08875,8,0,3.3,273
fgTJkWIIAFAe,36,30,180,180,1,2017-03-23,2017-04-22,0,1,1,-1,inconnu,4,2016-04-14,138.0,56.0,46.0,43.0,680.0,593.0,167452.66100000005,5.52,2.24,1.84,1.72,27.2,23.72,6698.106440000002,25,0,6.0,373
tV/cNneVupZW,37,30,149,149,1,2017-03-27,2017-04-28,0,1,18,33,female,4,2015-12-25,119.0,17.0,23.0,14.0,932.0,816.0,236255.764,4.407407407407407,0.6296296296296297,0.8518518518518519,0.5185185185185185,34.51851851851852,30.222222222222207,8750.213481481482,27,0,4.966666666666667,490
FftBKTUj1TSH,36,30,180,180,1,2017-03-09,2017-04-08,0,1,5,27,female,3,2013-03-22,25.0,8.0,8.0,5.0,223.0,254.0,55081.185,1.6666666666666667,0.5333333333333333,0.5333333333333333,0.3333333333333333,14.866666666666667,16.933333333333334,3672.079,15,0,6.0,1478
gkMcZ1tFVo2x,37,30,149,149,1,2017-03-05,2017-04-30,0,1,13,27,male,9,2007-08-11,175.0,40.0,29.0,41.0,513.0,619.0,145772.729,6.0344827586206895,1.3793103448275863,1.0,1.4137931034482758,17.689655172413797,21.344827586206893,5026.645827586207,29,0,4.966666666666667,3550
2yzswKh2V18U,36,30,180,180,0,2017-03-30,2017-04-30,0,2,1,-1,inconnu,9,2017-02-25,42.0,12.0,15.0,7.0,1838.0,1890.0,457132.8885,1.4482758620689655,0.4137931034482759,0.5172413793103449,0.2413793103448276,63.3793103448276,65.17241379310343,15763.203051724138,29,0,6.0,64
DPNl11ANy3bP,41,30,99,99,1,2017-03-26,2017-03-26,1,1,1,-1,inconnu,7,2015-09-26,8.0,8.0,5.0,2.0,70.0,88.0,20121.328,4.0,4.0,2.5,1.0,35.0,44.0,10060.664,2,1,3.3,547
XXHzWWnNZdc6,34,30,149,149,1,2017-03-31,2017-04-30,0,1,8,29,female,9,2005-04-16,71.0,5.0,12.0,6.0,189.0,239.0,48468.768,5.071428571428571,0.35714285714285715,0.8571428571428571,0.42857142857142855,13.5,17.071428571428573,3462.0548571428576,14,0,4.966666666666667,4397
rW7WcGF4Ay8h,34,30,149,149,1,2017-03-31,2017-04-30,0,1,9,48,male,9,2006-04-15,215.0,48.0,26.0,24.0,1345.0,1177.0,331892.587,7.413793103448278,1.6551724137931034,0.8965517241379308,0.8275862068965517,46.3793103448276,40.586206896551715,11444.571965517242,29,0,4.966666666666667,4033
C/1nwIB0mDT4,41,30,99,99,1,2017-03-21,2017-04-21,0,1,1,-1,inconnu,7,2014-01-16,31.0,13.0,4.0,4.0,123.0,124.0,33619.257000000005,1.1923076923076923,0.5,0.15384615384615385,0.15384615384615385,4.730769230769232,4.769230769230768,1293.048346153846,26,0,3.3,1191
1fBdq0pcJI9B,30,30,129,129,1,2017-03-26,2017-04-25,0,1,1,-1,inconnu,13,2016-12-26,49.0,9.0,7.0,7.0,289.0,307.0,78884.13900000001,4.083333333333333,0.75,0.5833333333333334,0.5833333333333334,24.08333333333333,25.58333333333333,6573.67825,12,0,4.3,120
cOkOroR8CXYr,36,30,180,180,1,2017-03-07,2017-04-09,0,1,6,-1,inconnu,3,2012-11-02,363.0,82.0,32.0,72.0,805.0,1010.0,237369.51100000012,12.1,2.7333333333333334,1.0666666666666669,2.4,26.83333333333333,33.666666666666664,7912.317033333334,30,0,6.0,1619
Af1mYJHjXhGP,41,30,99,99,1,2017-03-31,2017-04-30,0,1,1,-1,inconnu,7,2013-03-11,210.0,49.0,28.0,30.0,659.0,797.0,175882.98599999998,7.241379310344827,1.6896551724137931,0.9655172413793104,1.0344827586206895,22.724137931034484,27.48275862068965,6064.930551724137,29,0,3.3,1511
HOoM2ZOiJbM0,41,30,99,99,1,2017-03-24,2017-04-24,0,1,1,-1,inconnu,7,2015-11-24,3.0,0.0,2.0,0.0,102.0,104.0,26029.022999999997,0.5,0.0,0.3333333333333333,0.0,17.0,17.333333333333332,4338.1705,6,0,3.3,517
MJYg4LdpdUAX,40,30,149,149,1,2017-03-19,2017-04-21,0,1,5,58,female,9,2010-11-27,139.0,26.0,22.0,32.0,402.0,447.0,111775.208,4.483870967741935,0.8387096774193549,0.7096774193548387,1.032258064516129,12.967741935483868,14.419354838709678,3605.651870967743,31,0,4.966666666666667,2337
eQetareoUxu7,37,30,149,149,1,2017-03-22,2017-04-24,0,1,15,33,male,9,2013-01-23,28.0,19.0,7.0,13.0,747.0,501.0,201535.688,1.75,1.1875,0.4375,0.8125,46.6875,31.3125,12595.9805,16,0,4.966666666666667,1552
lWusPmXbTmiY,41,30,100,100,1,2017-03-03,2017-04-03,0,1,1,-1,inconnu,7,2017-02-04,49.0,16.0,8.0,9.0,493.0,390.0,77479.12000000002,2.227272727272727,0.7272727272727273,0.3636363636363637,0.4090909090909091,22.40909090909091,17.727272727272727,3521.778181818183,22,0,3.333333333333333,58
dFrhGk+t3L33,41,30,99,99,1,2017-03-07,2017-04-07,0,1,1,-1,inconnu,7,2015-08-07,47.0,5.0,3.0,22.0,158.0,125.0,50701.535,3.9166666666666665,0.4166666666666667,0.25,1.8333333333333333,13.166666666666664,10.416666666666666,4225.127916666666,12,0,3.3,609
OCtgpJeefguU,39,30,149,149,1,2017-03-31,2017-05-23,0,2,22,34,female,9,2010-05-21,8.0,8.0,6.0,2.0,233.0,182.0,59372.117,0.3076923076923077,0.3076923076923077,0.2307692307692308,0.07692307692307693,8.961538461538463,7.0,2283.542961538461,26,0,4.966666666666667,2559
FwXP2VJT06mM,41,30,99,99,1,2017-03-26,2017-04-26,0,1,1,-1,inconnu,7,2016-03-26,148.0,31.0,21.0,24.0,366.0,560.0,104277.567,5.6923076923076925,1.1923076923076923,0.8076923076923077,0.9230769230769232,14.076923076923075,21.538461538461537,4010.6756538461536,26,0,3.3,396
KG/aoZgLKQNC,40,30,149,149,1,2017-03-09,2017-04-08,0,1,5,50,male,4,2015-11-05,24.0,14.0,7.0,61.0,496.0,2412.0,138341.23550000007,0.7741935483870968,0.4516129032258064,0.2258064516129032,1.9677419354838708,16.0,77.80645161290323,4462.620500000001,31,0,4.966666666666667,520
aD6TeaYmLdq6,41,30,99,99,1,2017-03-10,2017-04-10,0,1,1,-1,inconnu,7,2013-12-11,38.0,4.0,3.0,3.0,24.0,64.0,8189.693,6.333333333333332,0.6666666666666666,0.5,0.5,4.0,10.666666666666666,1364.9488333333334,6,0,3.3,1216
mTd7hMt47TU3,41,30,99,99,1,2017-03-07,2017-04-07,0,1,1,-1,inconnu,7,2011-02-16,8.0,0.0,0.0,2.0,13.0,21.0,3857.039,1.3333333333333333,0.0,0.0,0.3333333333333333,2.1666666666666665,3.5,642.8398333333333,6,0,3.3,2242
js5muhXfJMue,41,30,99,99,1,2017-03-23,2017-04-23,0,1,22,55,female,7,2014-09-11,1.0,0.0,0.0,0.0,0.0,1.0,16.222,1.0,0.0,0.0,0.0,0.0,1.0,16.222,1,0,3.3,955
vBioMz1Ugivs,41,30,149,149,1,2017-03-22,2017-04-23,0,1,1,-1,inconnu,7,2011-08-23,80.0,11.0,22.0,13.0,611.0,639.0,160005.57499999998,2.6666666666666665,0.3666666666666665,0.7333333333333333,0.43333333333333335,20.366666666666667,21.3,5333.519166666666,30,0,4.966666666666667,2070
iCkVXvmpY07u,41,30,99,99,1,2017-03-02,2017-04-02,0,1,1,-1,inconnu,7,2015-09-02,1.0,0.0,0.0,0.0,28.0,29.0,5668.184,0.25,0.0,0.0,0.0,7.0,7.25,1417.046,4,0,3.3,578
jV/YnPmvfOQb,41,30,99,99,1,2017-03-14,2017-04-14,0,1,1,-1,inconnu,7,2015-09-14,42.0,15.0,11.0,40.0,556.0,348.0,146060.203,1.6153846153846154,0.5769230769230769,0.4230769230769231,1.5384615384615383,21.384615384615387,13.384615384615385,5617.700115384616,26,0,3.3,578
sAzy9VTliG4M,39,30,149,149,1,2017-03-31,2017-05-18,0,2,5,31,female,9,2012-12-29,0.0,1.0,2.0,0.0,243.0,237.0,62395.348,0.0,0.04166666666666666,0.08333333333333333,0.0,10.125,9.875,2599.8061666666667,24,0,4.966666666666667,1601
K3WTYYmE+K5C,41,30,129,129,1,2017-03-05,2017-04-07,0,1,1,-1,inconnu,7,2010-10-06,270.0,47.0,29.0,29.0,1873.0,1701.0,461875.357,8.709677419354838,1.5161290322580645,0.935483870967742,0.935483870967742,60.41935483870968,54.87096774193547,14899.205064516127,31,0,4.3,2375
eyZz/O7Mr72d,41,30,99,99,1,2017-03-20,2017-04-20,0,1,5,-1,inconnu,7,2012-02-14,21.0,6.0,4.0,7.0,108.0,133.0,30325.572,4.2,1.2,0.8,1.4,21.6,26.6,6065.1144,5,0,3.3,1892
zflb35YrYIZ7,41,30,100,100,1,2017-03-18,2017-04-17,0,3,1,-1,inconnu,7,2013-02-05,8.0,2.0,0.0,1.0,24.0,33.0,6454.7959999999985,4.0,1.0,0.0,0.5,12.0,16.5,3227.3979999999997,2,0,3.333333333333333,1532
foxHGHJaGtlC,41,30,129,129,1,2017-03-19,2017-04-20,0,1,4,31,female,7,2011-05-20,4.0,3.0,0.0,0.0,66.0,67.0,14952.716999999999,1.0,0.75,0.0,0.0,16.5,16.75,3738.17925,4,0,4.3,2162
lwD9YMnN4DV1,41,30,99,99,1,2017-03-19,2017-04-19,0,1,1,-1,inconnu,7,2015-08-20,43.0,11.0,8.0,11.0,626.0,544.0,141233.916,1.8695652173913044,0.4782608695652174,0.3478260869565217,0.4782608695652174,27.217391304347824,23.65217391304348,6140.60504347826,23,0,3.3,608
NuRmaiW3yFk6,41,30,99,99,1,2017-03-14,2017-04-14,0,1,1,-1,inconnu,7,2016-06-15,49.0,5.0,3.0,3.0,529.0,404.0,132199.375,1.96,0.2,0.12,0.12,21.16,16.16,5287.975,25,0,3.3,303
So21LgoHxT4B,41,30,99,99,1,2017-03-18,2017-04-18,0,1,1,-1,inconnu,7,2016-09-18,74.0,10.0,5.0,20.0,189.0,208.0,54552.117,8.222222222222221,1.1111111111111112,0.5555555555555556,2.2222222222222223,21.0,23.11111111111111,6061.346333333333,9,0,3.3,212
QaQQ548dVuSx,41,30,99,99,1,2017-03-04,2017-04-04,0,1,14,21,male,7,2014-05-22,261.0,55.0,25.0,25.0,551.0,748.0,143296.08000000002,9.0,1.8965517241379308,0.8620689655172413,0.8620689655172413,19.0,25.79310344827586,4941.244137931035,29,0,3.3,1048
lwtMFwtngFE9,41,30,99,99,1,2017-03-18,2017-04-18,0,1,10,23,female,9,2015-11-23,12.0,4.0,1.0,1.0,209.0,209.0,54672.24600000001,1.3333333333333333,0.4444444444444444,0.1111111111111111,0.1111111111111111,23.222222222222207,23.222222222222207,6074.694,9,0,3.3,512
tPP+LaKYVrDp,41,30,99,99,1,2017-03-25,2017-04-25,0,1,1,-1,inconnu,7,2012-02-24,78.0,56.0,18.0,13.0,709.0,868.0,183492.17800000004,2.6,1.8666666666666667,0.6,0.43333333333333335,23.63333333333333,28.93333333333333,6116.4059333333325,30,0,3.3,1887
4OCZjn77EVOr,41,30,149,149,1,2017-03-18,2017-04-18,0,1,1,-1,inconnu,7,2016-03-18,42.0,10.0,18.0,3.0,1315.0,1706.0,331330.8335,1.4,0.3333333333333333,0.6,0.1,43.83333333333334,56.86666666666667,11044.361116666667,30,0,4.966666666666667,396
R4dWZdeXDFPn,39,30,149,149,1,2017-03-31,2017-05-29,0,2,15,-1,inconnu,9,2015-08-15,221.0,50.0,35.0,36.0,426.0,330.0,131290.975,7.892857142857142,1.7857142857142858,1.25,1.2857142857142858,15.214285714285715,11.785714285714285,4688.963392857143,28,0,4.966666666666667,653
jNjfi4+gq9rv,39,30,149,149,1,2017-03-31,2017-05-17,0,2,5,39,female,9,2007-11-16,144.0,13.0,13.0,16.0,394.0,369.0,95185.513,7.2,0.65,0.65,0.8,19.7,18.45,4759.275650000001,20,0,4.966666666666667,3470
EknAUzHgg1+R,41,30,100,100,1,2017-03-26,2017-04-26,0,1,15,26,female,7,2016-07-21,94.0,16.0,5.0,4.0,178.0,278.0,43262.624999999985,7.833333333333332,1.3333333333333333,0.4166666666666667,0.3333333333333333,14.833333333333336,23.16666666666667,3605.21875,12,0,3.333333333333333,279
PVW2ZXYVdgxW,40,30,149,149,1,2017-03-04,2017-04-03,0,1,12,27,male,9,2007-05-22,196.0,51.0,30.0,60.0,465.0,604.0,143797.66700000002,7.538461538461537,1.9615384615384608,1.1538461538461535,2.3076923076923075,17.884615384615387,23.23076923076923,5530.6795,26,0,4.966666666666667,3604
5+Xtg6TAh+1/,38,30,149,149,0,2017-03-27,2017-04-26,0,1,1,-1,inconnu,4,2017-01-19,343.0,91.0,35.0,39.0,1286.0,877.0,326109.71349999995,12.25,3.25,1.25,1.3928571428571428,45.92857142857143,31.32142857142857,11646.775482142857,28,0,4.966666666666667,97
7I4aPw8S7o7S,41,30,99,99,1,2017-03-19,2017-04-19,0,1,1,-1,inconnu,7,2010-10-25,9.0,7.0,0.0,5.0,144.0,140.0,35616.271,1.2857142857142858,1.0,0.0,0.7142857142857143,20.571428571428573,20.0,5088.038714285714,7,0,3.3,2368
2gUXjv6ePNud,41,30,99,99,1,2017-03-05,2017-04-05,0,1,1,-1,inconnu,7,2015-11-05,34.0,9.0,8.0,0.0,441.0,386.0,124054.913,2.0,0.5294117647058824,0.4705882352941176,0.0,25.94117647058824,22.70588235294117,7297.347823529411,17,0,3.3,517
UZnbKB7mWjUi,39,30,149,149,1,2017-03-31,2017-05-25,0,2,13,38,male,9,2012-12-25,19.0,4.0,2.0,3.0,95.0,112.0,25547.106,2.7142857142857144,0.5714285714285714,0.2857142857142857,0.42857142857142855,13.571428571428573,16.0,3649.586571428572,7,0,4.966666666666667,1612
uIEsn1x2uyfV,41,30,99,99,1,2017-03-18,2017-04-18,0,1,1,-1,inconnu,7,2016-02-19,198.0,47.0,33.0,25.0,482.0,698.0,131749.462,7.615384615384616,1.807692307692308,1.2692307692307692,0.9615384615384616,18.53846153846154,26.84615384615385,5067.287,26,0,3.3,424
ZAFhtiTsMyFD,34,30,149,149,1,2017-03-31,2017-04-30,0,1,20,34,male,9,2008-09-14,22.0,4.0,6.0,6.0,333.0,363.0,82119.73,1.1578947368421053,0.21052631578947367,0.3157894736842105,0.3157894736842105,17.526315789473685,19.105263157894736,4322.091052631577,19,0,4.966666666666667,3150
qwVUovHVc9To,36,30,180,180,1,2017-03-26,2017-04-25,0,1,5,26,female,3,2015-01-30,98.0,3.0,1.0,1.0,456.0,445.0,92683.98800000001,5.764705882352941,0.17647058823529413,0.05882352941176471,0.05882352941176471,26.823529411764717,26.176470588235286,5451.999294117647,17,0,6.0,816
4jM/esKR1SXC,41,30,149,149,1,2017-03-19,2017-04-19,0,1,1,-1,inconnu,7,2013-08-16,117.0,27.0,23.0,12.0,617.0,711.0,150109.656,4.875,1.125,0.9583333333333334,0.5,25.70833333333333,29.625,6254.569,24,0,4.966666666666667,1342
UimDbiyT/bw3,38,195,894,894,0,2017-03-23,2017-10-04,0,1,5,22,female,9,2015-09-20,192.0,30.0,18.0,30.0,368.0,591.0,110710.47699999998,8.347826086956523,1.3043478260869563,0.7826086956521741,1.3043478260869563,16.0,25.69565217391305,4813.498999999999,23,1,4.5846153846153825,745
yIsfvqxtp/If,39,30,149,149,1,2017-03-31,2017-05-05,0,2,22,23,female,7,2016-03-11,197.0,35.0,40.0,50.0,676.0,770.0,193792.282,6.793103448275862,1.206896551724138,1.3793103448275863,1.7241379310344829,23.310344827586214,26.551724137931036,6682.492482758621,29,0,4.966666666666667,420
GoV3FtGGGbMj,41,30,149,149,1,2017-03-16,2017-04-16,0,1,1,-1,inconnu,7,2016-10-16,64.0,17.0,10.0,8.0,227.0,284.0,62430.06699999999,3.555555555555556,0.9444444444444444,0.5555555555555556,0.4444444444444444,12.611111111111107,15.777777777777779,3468.337055555555,18,0,4.966666666666667,182
k/tCADLpzJNl,15,90,300,300,0,2017-03-08,2017-06-09,0,2,1,18,inconnu,9,2015-06-30,126.0,29.0,14.0,10.0,227.0,355.0,73198.10800000001,6.63157894736842,1.5263157894736843,0.7368421052631579,0.5263157894736842,11.947368421052632,18.684210526315788,3852.532000000001,19,1,3.333333333333333,710
FelTOF2vnMKy,41,30,100,100,1,2017-03-02,2017-04-02,0,1,1,-1,inconnu,7,2013-03-02,119.0,17.0,9.0,13.0,1106.0,1028.0,247807.701,4.5769230769230775,0.6538461538461539,0.3461538461538461,0.5,42.53846153846154,39.53846153846154,9531.065423076923,26,0,3.333333333333333,1492
503am1O2Qm8o,40,30,149,149,1,2017-03-25,2017-03-24,1,1,22,29,female,9,2008-06-15,159.0,27.0,15.0,16.0,223.0,399.0,64570.726,8.368421052631579,1.4210526315789471,0.7894736842105263,0.8421052631578947,11.73684210526316,21.0,3398.4592631578944,19,1,4.966666666666667,3204
hVwMzn/yiSvG,41,30,99,99,1,2017-03-04,2017-04-04,0,2,22,31,male,7,2015-11-05,6.0,4.0,1.0,0.0,2.0,11.0,1184.331,6.0,4.0,1.0,0.0,2.0,11.0,1184.331,1,1,3.3,516
1OyV7eskWzqr,41,30,99,99,1,2017-03-09,2017-04-09,0,1,1,-1,inconnu,7,2011-07-02,151.0,39.0,26.0,22.0,393.0,439.0,112211.775,5.206896551724138,1.3448275862068966,0.8965517241379308,0.7586206896551724,13.551724137931034,15.137931034482758,3869.371551724138,29,0,3.3,2108
JB8ftZBklDJ3,41,30,149,149,1,2017-03-05,2017-04-05,0,1,18,22,male,7,2014-10-05,184.0,21.0,17.0,29.0,635.0,783.0,181126.377,6.571428571428571,0.75,0.6071428571428571,1.0357142857142858,22.67857142857143,27.964285714285715,6468.799178571429,28,0,4.966666666666667,913
Ybs4PahJyQv9,36,30,180,180,1,2017-03-18,2017-04-17,0,1,22,33,male,9,2004-08-06,111.0,41.0,26.0,30.0,2659.0,2200.0,647997.3494999999,3.5806451612903225,1.3225806451612905,0.8387096774193549,0.967741935483871,85.7741935483871,70.96774193548387,20903.14030645161,31,0,6.0,4637
iMXZ3cNoJhYs,33,30,149,149,1,2017-03-31,2017-04-30,0,1,13,41,female,9,2016-07-22,82.0,56.0,41.0,43.0,1631.0,1378.0,413808.984,3.28,2.24,1.64,1.72,65.24,55.12,16552.359359999995,25,0,4.966666666666667,282
AuCrjQ1QUSus,36,30,180,180,0,2017-03-13,2017-04-13,0,1,6,-1,inconnu,9,2011-01-12,72.0,16.0,24.0,24.0,895.0,967.0,253439.1480000001,2.4827586206896552,0.5517241379310345,0.8275862068965517,0.8275862068965517,30.86206896551724,33.3448275862069,8739.280965517244,29,0,6.0,2283
Gd39wIrG2Esi,38,30,149,149,0,2017-03-23,2017-04-22,0,1,19,17,female,4,2016-03-15,412.0,89.0,37.0,30.0,811.0,1246.0,215814.61400000003,13.290322580645164,2.870967741935484,1.1935483870967742,0.967741935483871,26.161290322580644,40.19354838709677,6961.761741935485,31,0,4.966666666666667,403
43Hs4LbAWvdG,41,30,149,149,1,2017-03-06,2017-04-06,0,1,1,-1,inconnu,7,2013-11-07,199.0,123.0,83.0,71.0,1200.0,1172.0,314023.48899999994,6.419354838709677,3.967741935483871,2.677419354838709,2.290322580645161,38.709677419354854,37.80645161290322,10129.789967741934,31,0,4.966666666666667,1246
qdRqNJNxyLV2,41,30,99,99,1,2017-03-18,2017-04-19,0,1,1,-1,inconnu,7,2011-07-29,28.0,1.0,4.0,1.0,61.0,65.0,14775.264,5.6,0.2,0.8,0.2,12.2,13.0,2955.0528000000004,5,0,3.3,2091
MXMu1wOC/9r0,37,30,149,149,1,2017-03-11,2017-04-10,0,1,13,32,female,9,2008-05-25,345.0,49.0,32.0,36.0,1237.0,1254.0,336442.45300000004,11.129032258064516,1.5806451612903225,1.032258064516129,1.1612903225806452,39.903225806451616,40.451612903225815,10852.98235483871,31,0,4.966666666666667,3242
Ix3HHdT6475F,41,30,129,129,1,2017-03-15,2017-04-15,0,1,1,-1,inconnu,7,2011-07-14,4.0,1.0,0.0,1.0,78.0,83.0,20585.378,0.6666666666666666,0.16666666666666666,0.0,0.16666666666666666,13.0,13.833333333333336,3430.8963333333336,6,0,4.3,2102
PXX+4I3VS08u,36,30,180,180,1,2017-03-05,2017-04-04,0,1,22,28,male,9,2010-05-10,97.0,69.0,63.0,100.0,2941.0,1102.0,714624.0995000001,3.3448275862068964,2.3793103448275863,2.1724137931034484,3.4482758620689653,101.41379310344827,38.0,24642.21032758621,29,0,6.0,2521
kfDop7gKbfET,41,30,149,149,1,2017-03-20,2017-04-20,0,1,15,45,male,7,2013-12-21,0.0,0.0,0.0,0.0,3.0,3.0,714.3610000000001,0.0,0.0,0.0,0.0,1.5,1.5,357.1805,2,0,4.966666666666667,1216
X/iVpCIdMe2w,29,30,180,180,1,2017-03-18,2017-04-17,0,2,8,29,female,4,2017-02-06,187.0,39.0,27.0,13.0,776.0,750.0,217002.91600000003,9.35,1.95,1.35,0.65,38.8,37.5,10850.1458,20,0,6.0,70
YYxAYNPvdMXN,33,30,149,149,1,2017-03-31,2017-04-30,0,1,11,40,female,9,2008-02-19,143.0,45.0,30.0,20.0,366.0,498.0,119016.567,7.526315789473684,2.3684210526315788,1.5789473684210529,1.0526315789473684,19.263157894736842,26.21052631578948,6264.029842105262,19,0,4.966666666666667,3358
dboNgT+rTV4S,40,30,149,149,1,2017-03-26,2017-04-25,0,1,13,-1,inconnu,9,2012-10-29,72.0,20.0,22.0,43.0,1362.0,1559.0,472457.2995,3.272727272727273,0.9090909090909092,1.0,1.9545454545454544,61.90909090909091,70.86363636363636,21475.331795454542,22,0,4.966666666666667,1639
yFhJTyfcky3B,23,30,149,119,1,2017-03-31,2017-04-30,0,1,4,36,male,9,2008-06-19,12.0,0.0,3.0,1.0,93.0,98.0,22703.517999999996,3.0,0.0,0.75,0.25,23.25,24.5,5675.8795,4,0,4.966666666666667,3237
/kg/aIQm+rEN,41,30,99,99,1,2017-03-15,2017-04-15,0,1,1,-1,inconnu,7,2014-04-25,4.0,2.0,0.0,0.0,1.0,7.0,455.76700000000005,2.0,1.0,0.0,0.0,0.5,3.5,227.88350000000003,2,0,3.3,1086
hi5Iw+gDpOZS,36,30,180,180,1,2017-03-03,2017-04-02,0,1,4,28,male,9,2008-05-03,157.0,30.0,10.0,9.0,1121.0,1122.0,272063.70599999995,5.064516129032258,0.967741935483871,0.3225806451612903,0.2903225806451613,36.16129032258065,36.19354838709677,8776.24858064516,31,0,6.0,3256
tmSoqDa9P8FS,40,30,149,149,1,2017-03-03,2017-04-02,0,1,14,43,female,3,2014-08-15,75.0,31.0,24.0,26.0,464.0,1156.0,129415.99450000006,2.586206896551724,1.0689655172413792,0.8275862068965517,0.8965517241379308,16.0,39.86206896551725,4462.620500000002,29,0,4.966666666666667,961
LI2u26f5tYgp,39,30,149,149,1,2017-03-31,2017-05-17,0,2,15,31,female,9,2008-03-11,108.0,9.0,11.0,11.0,205.0,359.0,60544.852000000006,5.684210526315789,0.4736842105263158,0.5789473684210527,0.5789473684210527,10.789473684210524,18.894736842105264,3186.571157894737,19,0,4.966666666666667,3354
qyMrxJAeLmhT,41,30,99,99,1,2017-03-20,2017-04-20,0,1,1,-1,inconnu,7,2016-08-21,6.0,0.0,0.0,1.0,14.0,6.0,3073.463,2.0,0.0,0.0,0.3333333333333333,4.666666666666667,2.0,1024.4876666666667,3,0,3.3,242
